__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
2-23	9.22	19.59	3.92	0.03	1.504	3.424	-2.819	-0.6253	0.6975	2.745	-2.799	-0.5381	0.8059	2.796	-2.552	-0.4999	0.8543	3.009	0	-0.8831	-0.3877	0.07937	2.924	-0.9897	-0.2639	0.1645	2.996	-0.5293	-0.2161	0.1931	3.187	31.43	15.64	9.25	24.93	12.33	7.261	7.688	3.031	-3.031	0.08542	0.1558	126	81.04	8.531	10.68	0	17.13	0	128.2	134.8	6.513	0	13.57	32.02	0.8877	0.5642	0.08162	0.1123	0.4358	0.03068	495.8	315.1	45.58	62.72	243.4	17.13	6.303	-6.303	0.191	0.1285	0.7699	0.5139	0.08162	0.2301	0.4861	0.1484	430	287	45.58	128.5	271.5	82.91	16.14	72.03	3.124	9.086	9.557	2.757	427.5	60.58	6.879	7.142	3.124	56.55	6.879	55.32	37.83	1.551	0	335.2	56.61	38.43	57.69	0.3073	6.459	4.167	10.33	552.7	109	1.434	4	24	0	76	0	40	33	34	0	0	36	2	3	1	91.35	11	0.25	24	80	1	44	11	0.25	55	1.088	50.75	27.79	23.13	23.55	20.2	19.48	14.96	15.63	11.24	10.87	7.069	2.673	0.779	1.283	0.5232	14.36	7.474	8.116	4.236	0.2041	0	11.65	4.658	5.717	2.118	0.03608	0	5.628	1.246	2.464	0.8014	0	0.7084	22	35.86	0	3.654	39.58	0	-3.506	0	0	-0.1114	0	0	0	0	0	6.856	0	0	0.5662	4.35	0	5	0	0	2	6.968	-7.654	16.4	30	0	5	12	4	0.5	1	11	0	5	558.5	780.3	45.58	0	0	466.5	19.46	45.58	6313	61	208
2-24	4.59	9	1.471	0.351	1.577	1.572	-2.8	-0.541	0.5803	2.729	-2.831	-0.4614	0.6648	2.77	-2.536	-0.4285	0.7071	2.99	0	-0.8546	-0.3877	0.05855	2.648	-1.153	-0.2653	0.1462	2.678	-0.529	-0.2114	0.1613	2.887	14.41	7.556	4.566	11.88	6.153	3.685	4.06	1.36	-1.36	0.1871	0.2511	106.9	21.33	8.619	0	0	12.95	0	77	36.76	0	0	13.57	0.1369	0.9039	0.4598	0.04943	0.09614	0.5402	0.04671	250.6	127.5	13.7	26.65	149.8	12.95	2.88	-2.88	0.1888	0.3125	0.6462	0.2704	0.04943	0.3538	0.7296	0.3044	179.2	74.98	13.7	98.09	202.3	84.38	7.361	23.86	3.124	22.42	3.186	0	144.8	60.58	32.9	2.148	18.01	8.383	0	55.32	31.46	32.9	0	88.22	56.61	0	32.34	0.5215	5.248	3.231	8.011	246.4	54.17	1.354	2	6	0	40	1	18	14	15	0	0	22	2	1	0	44.07	5	0.2632	6	41	1	19	5	0.2632	34	1.675	27.65	12.79	10.51	11.06	9.707	8.771	5.875	6.784	4.885	4.13	3.098	0.7989	0.3708	0.4912	0.2875	6.046	2.875	3.699	1.999	0	0	4.362	1.567	2.449	0.8712	0	0	2.071	0.6687	0.9866	0.5292	0	0.6655	11	9.514	0	0.7827	12.13	0	0	0	0	0.1292	1.899	0	0	0	0	6.72	3.37	0	0.7753	1.845	0	3	1	1	0	2.272	-2.022	7.449	12	1	2	6	0	0.4545	0.8333	6	0	2	277.2	370.2	13.57	0	0	225.7	12.95	19.25	685	23	86
2-25	6.11	12.78	2.081	0.03	1.74	1.957	-2.821	-0.5246	0.5865	2.746	-2.802	-0.4245	0.6788	2.797	-2.555	-0.3965	0.714	3.009	0	-0.8554	-0.3584	0.058	2.831	-0.9599	-0.2603	0.1399	2.893	-0.5296	-0.1825	0.1595	3.077	20.73	10.52	6.261	16.49	8.285	4.897	5.254	1.689	-1.689	0.1506	0.2021	141.4	38.39	0	0	0	12.95	0	100.2	85.78	0	0	13.57	0	0.9324	0.5086	0.03459	0.0676	0.4914	0.03301	365.7	199.5	13.57	26.52	192.7	12.95	3.677	-3.677	0.1479	0.2203	0.7386	0.327	0.03459	0.2614	0.673	0.2268	289.7	128.3	13.57	102.5	264	88.96	10.74	23.86	6.249	4.411	9.557	0	233.8	60.58	66.22	4.636	0	11.51	0	55.32	37.83	32.9	0	158.8	56.61	51.77	23.55	0.4121	5.807	3.784	9.055	350.5	71.96	1.285	2	12	0	56	0	26	22	23	0	0	30	2	1	0	63.49	7	0.25	12	58	1	28	7	0.25	45	1.32	37.71	18.36	16.2	16.03	14.72	12.63	9.51	9.706	7.566	7.152	5.025	1.405	0.7732	0.8957	0.5339	9.213	5.164	5.603	3.26	0	0	6.813	2.96	3.741	1.481	0	0	3.476	1.571	1.824	1.018	0	0.6544	16	18.25	0	3.609	12.42	0	0	0	0	0.1274	4.115	0	0	0	0	7.804	0	0	0.7307	4.437	0	3	0	1	0	4.624	-4.395	10.85	18	1	3	8	1	0.5	1	8	0	3	392.3	535.7	13.57	0	0	343	12.95	13.57	2037	37	130
2-26	6.84	12.78	2.081	0.03	1.74	1.957	-2.821	-0.5494	0.5891	2.746	-2.802	-0.4562	0.6789	2.796	-2.555	-0.4261	0.7141	3.008	0	-0.8555	-0.3677	0.05801	2.822	-0.9599	-0.2603	0.1437	2.884	-0.5296	-0.1934	0.1598	3.068	20.73	10.52	6.542	16.49	8.285	5.117	5.254	1.689	-1.689	0.1506	0.202	141.4	38.39	0	0	0	12.95	0	97.95	87.99	0	0	13.57	0	0.9324	0.5086	0.03459	0.0676	0.4914	0.03301	365.7	199.5	13.57	26.52	192.7	12.95	3.677	-3.677	0.1479	0.2203	0.7386	0.327	0.03459	0.2614	0.673	0.2268	289.7	128.3	13.57	102.5	264	88.96	10.74	23.86	6.249	4.411	9.557	0	233.8	60.58	66.22	4.636	0	11.51	0	55.32	37.83	32.9	0	158.8	56.61	51.77	23.55	0.4121	5.807	3.804	9.052	350.5	71.96	1.285	2	12	0	56	0	26	22	23	0	0	30	2	1	0	63.49	7	0.25	12	58	1	28	7	0.25	45	1.308	37.71	18.36	16.2	16.03	14.72	12.61	9.493	9.7	7.56	7.268	5.087	1.496	0.8636	0.9338	0.572	8.999	4.92	5.436	3.081	0	0	6.887	3.127	3.781	1.583	0	0	3.228	1.302	1.648	0.8358	0	0.6544	16	18.39	0	3.531	12.42	0	0	0	0	0.1273	4.075	0	0	0	0	7.798	0	0	0.7313	4.429	0	3	0	1	0	4.663	-4.395	10.84	18	1	3	8	1	0.5	1	8	0	3	392.3	535.7	13.57	0	0	343	12.95	13.57	2056	36	130
2-27	4.39	12.78	2.081	0.03	1.74	1.957	-2.821	-0.5495	0.5892	2.746	-2.802	-0.457	0.6789	2.796	-2.555	-0.4268	0.7141	3.008	0	-0.8554	-0.3801	0.05801	2.817	-0.9599	-0.2639	0.1437	2.879	-0.5296	-0.2042	0.1598	3.063	20.73	10.52	6.542	16.49	8.285	5.117	5.254	1.689	-1.689	0.1506	0.202	141.4	38.39	0	0	0	12.95	0	97.95	87.99	0	0	13.57	0	0.9324	0.5086	0.03459	0.0676	0.4914	0.03301	365.7	199.5	13.57	26.52	192.7	12.95	3.677	-3.677	0.1479	0.2203	0.7386	0.327	0.03459	0.2614	0.673	0.2268	289.7	128.3	13.57	102.5	264	88.96	10.74	23.86	6.249	4.411	9.557	0	233.8	60.58	66.22	4.636	0	11.51	0	55.32	37.83	32.9	0	158.8	56.61	51.77	23.55	0.4121	5.807	3.833	9.049	350.5	71.96	1.285	2	12	0	56	0	26	22	23	0	0	30	2	1	0	63.49	7	0.25	12	58	1	28	7	0.25	45	1.297	37.71	18.36	16.2	16.03	14.72	12.61	9.493	9.7	7.56	7.256	5.084	1.496	0.8636	0.9338	0.572	9.09	5.01	5.474	3.119	0	0	6.678	2.896	3.664	1.459	0	0	3.292	1.366	1.67	0.8578	0	0.6544	17	18.45	0	3.506	12.41	0	0	0	0	0.1272	4.052	0	0	0	0	7.797	0	0	0.7318	4.425	0	3	0	1	0	4.626	-4.395	10.84	18	1	3	8	1	0.4706	0.8889	9	0	3	392.3	535.7	13.57	0	0	343	12.95	13.57	2075	36	130
2-28	4.85	13.62	2.205	0.03	2.374	2.649	-2.82	-0.5318	0.5961	2.747	-2.802	-0.4604	0.6826	2.797	-2.555	-0.4294	0.7194	3.008	1	-0.8548	-0.357	0.06161	2.839	-0.9599	-0.281	0.1442	2.887	-0.5535	-0.205	0.1616	3.07	22.68	11.41	6.76	17.63	8.78	5.166	5.529	2.586	-1.586	0.1197	0.2152	143.1	55.35	0	0	4.028	12.95	17.02	77	84.7	0	0	13.57	0	0.8833	0.4299	0.03328	0.1167	0.5701	0.0834	360.1	175.3	13.57	47.57	232.4	34	5.134	-4.134	0.2099	0.196	0.6859	0.3782	0.06067	0.3141	0.6218	0.2534	279.6	154.2	24.73	128	253.5	103.3	10.86	31.41	6.249	54.11	6.371	2.757	233.8	60.58	32.9	4.127	0	19.06	25.6	79.42	34.64	32.9	0	158.8	56.61	21.2	63.86	0.3898	5.907	3.837	9.274	382.5	82.99	1.482	4	12	1	56	1	28	21	22	0	0	28	3	3	0	63.1	8	0.2667	12	58	2	30	8	0.2667	44	1.345	35.83	19.93	15.2	16.33	13.72	13.54	8.933	9.812	7.066	6.41	4.486	1.639	0.5375	0.8568	0.3895	9.748	4.404	5.539	2.772	0	0	7.477	2.589	3.784	1.302	0	0	3.894	0.9044	1.718	0.6471	0	0.7089	16	16.54	0	1.882	23.72	-0.0539	0	0	0	0.0702	1.866	0	0	0	9.252	6.501	0	0	0.6031	4.125	0	6	1	1	0	3.787	-3.968	11.02	18	1	3	9	0	0.5	1	8	0	3	407.7	539.5	30.53	4.028	0	318.1	12.95	47.5	2477	41	140
2-29	6.43	13.62	2.205	0.03	2.374	2.649	-2.821	-0.5495	0.6249	2.746	-2.802	-0.4757	0.6789	2.796	-2.555	-0.4334	0.7289	3.008	1	-0.8553	-0.3604	0.06909	2.828	-0.9599	-0.2818	0.1466	2.879	-0.5532	-0.2101	0.172	3.063	22.68	11.41	7.039	17.63	8.78	5.379	5.529	2.558	-1.558	0.1195	0.2191	153.1	55.35	0	0	4.028	12.95	17.02	79.21	72.44	0	0	13.57	0	0.8833	0.4052	0.03328	0.1167	0.5948	0.0834	360.1	165.2	13.57	47.57	242.5	34	5.134	-4.134	0.2099	0.196	0.6859	0.3782	0.06067	0.3141	0.6218	0.2534	279.6	154.2	24.73	128	253.5	103.3	10.86	31.41	6.249	54.11	6.371	2.757	233.8	60.58	32.9	4.127	0	19.06	25.6	79.42	34.64	32.9	0	158.8	56.61	21.2	63.86	0.3898	5.907	3.891	9.268	382.5	82.99	1.482	4	12	1	56	1	28	21	22	0	0	28	3	3	0	63.1	8	0.2667	12	58	2	30	8	0.2667	44	1.316	35.83	19.93	15.2	16.33	13.72	13.52	8.916	9.806	7.06	6.451	4.51	1.707	0.5749	0.8825	0.4053	9.72	4.395	5.485	2.77	0	0	7.265	2.589	3.744	1.302	0	0	3.876	0.9309	1.66	0.6562	0	0.7089	17	16.5	0	2.027	23.45	-0.09427	0	0	0	0.07798	1.873	0	0	0	9.041	6.809	0	0	0.6279	4.192	0	6	1	1	0	3.826	-3.968	11.02	18	1	3	9	0	0.4706	0.8889	9	0	3	407.7	539.5	30.53	4.028	0	318.1	12.95	47.5	2534	40	140
2-30	5.48	13.62	2.205	0.03	2.374	2.649	-2.821	-0.5496	0.6649	2.746	-2.802	-0.518	0.6789	2.796	-2.555	-0.4352	0.7323	3.008	1	-0.8554	-0.3662	0.07292	2.822	-0.9599	-0.279	0.1539	2.875	-0.553	-0.2161	0.1825	3.059	22.68	11.41	7.039	17.63	8.78	5.379	5.529	2.554	-1.554	0.1196	0.2197	153.1	55.35	0	0	4.028	12.95	17.02	79.21	72.44	0	0	13.57	0	0.8833	0.4052	0.03328	0.1167	0.5948	0.0834	360.1	165.2	13.57	47.57	242.5	34	5.134	-4.134	0.2099	0.196	0.6859	0.3782	0.06067	0.3141	0.6218	0.2534	279.6	154.2	24.73	128	253.5	103.3	10.86	31.41	6.249	54.11	6.371	2.757	233.8	60.58	32.9	4.127	0	19.06	25.6	79.42	34.64	32.9	0	158.8	56.61	21.2	63.86	0.3898	5.907	3.946	9.259	382.5	82.99	1.482	4	12	1	56	1	28	21	22	0	0	28	3	3	0	63.1	8	0.2667	12	58	2	30	8	0.2667	44	1.289	35.83	19.93	15.2	16.33	13.72	13.52	8.916	9.806	7.06	6.44	4.506	1.707	0.5749	0.8825	0.4053	9.788	4.433	5.511	2.786	0	0	7.204	2.563	3.699	1.293	0	0	3.924	0.9574	1.675	0.6653	0	0.7089	18	16.46	0	2.126	23.27	-0.1162	0	0	0	0.08427	1.879	0	0	0	8.897	7.017	0	0	0.6464	4.238	0	6	1	1	0	3.789	-3.968	11.02	18	1	3	9	0	0.5	1	9	0	3	407.7	539.5	30.53	4.028	0	318.1	12.95	47.5	2591	40	140
2-31	4.89	12.8	2.073	0.03	1.744	1.981	-2.828	-0.5501	0.5912	2.75	-2.833	-0.4573	0.6832	2.79	-2.561	-0.4282	0.7165	3.013	0	-0.8587	-0.3799	0.05867	2.823	-0.9607	-0.2639	0.1439	2.863	-0.5304	-0.2043	0.16	3.065	20.73	11.11	6.843	16.49	8.752	5.352	5.55	1.702	-1.702	0.1494	0.2006	137.1	42.65	0	0	0	12.95	0	87.91	98.04	0	0	13.57	0	0.9324	0.5086	0.03459	0.0676	0.4914	0.03301	365.7	199.5	13.57	26.52	192.7	12.95	3.684	-3.684	0.1476	0.2199	0.7386	0.3526	0.03459	0.2614	0.6474	0.2268	289.7	138.3	13.57	102.5	253.9	88.96	10.73	23.86	6.249	4.411	6.371	0	251.9	79.02	32.9	4.103	0	11.51	0	73.76	34.64	51.77	0	176.4	56.61	0	23.55	0.4121	5.807	3.856	9.047	350.5	71.96	1.285	2	12	0	56	0	26	22	23	0	0	30	2	1	0	63.49	8	0.2857	12	58	1	28	8	0.2857	45	1.272	37.71	18.19	16.04	15.81	14.51	12.72	9.599	9.79	7.65	6.923	4.834	1.207	0.5749	0.7672	0.4053	8.995	5.008	5.507	3.13	0	0	6.642	3.043	3.709	1.516	0	0	2.937	1.102	1.541	0.7487	0	0.6544	17	20.33	0	2.21	12.41	0	0	0	0	0.1305	1.921	0	0	0	0	9.138	0	0	0.7444	4.458	0	3	0	1	0	4.416	-3.983	10.87	18	1	3	9	0	0.4706	0.8889	9	0	3	392.3	535.7	13.57	0	0	343	12.95	13.57	2113	35	128
2-32	4.27	13.24	2.209	0.03	1.766	2.081	-2.821	-0.5931	0.6304	2.746	-2.821	-0.4971	0.7258	2.788	-2.555	-0.4644	0.7634	3.008	0	-0.8562	-0.3881	0.0656	2.794	-0.9605	-0.2652	0.1526	2.84	-0.5295	-0.2079	0.1719	3.041	21.7	11.87	7.396	16.87	9.132	5.646	5.706	1.781	-1.781	0.1428	0.1917	128.6	51.18	0	0	0	12.95	0	79.21	122.5	0	0	13.57	0	0.935	0.5277	0.03325	0.06498	0.4723	0.03173	381.5	215.3	13.57	26.52	192.7	12.95	4.007	-4.007	0.1357	0.2022	0.7187	0.3936	0.06328	0.2813	0.6064	0.218	293.3	160.6	25.82	114.8	247.4	88.96	11.27	23.86	6.249	4.411	6.371	0	250.7	96.66	32.9	4.574	0	11.51	0	73.76	34.64	32.9	0	194.1	74.25	0	23.55	0.4006	5.858	3.941	9.152	362.5	73.23	1.285	2	12	0	57	0	27	23	24	0	0	30	2	1	0	65.25	8	0.2759	12	59	2	29	8	0.2759	45	1.243	37.71	18.9	16.74	16.26	14.96	13.22	10.1	9.966	7.826	7.276	4.911	1.207	0.5749	0.7456	0.3837	9.237	5.212	5.421	3.108	0	0	6.866	3.332	3.639	1.571	0	0	2.937	1.102	1.468	0.6959	0	0.6541	18	20.03	0	2.04	12.41	0	0	4.47	0	0.1242	1.916	0	0	0	0	7.725	0	0	0.7272	4.388	0	3	0	1	0	4.972	-4.427	11.29	19	1	3	9	1	0.5	1	9	0	3	408.1	554.2	13.57	0	0	358.9	12.95	13.57	2408	36	132
2-33	4.28	12.92	2.433	0.03	1.983	2.376	-2.802	-0.5662	0.5974	2.742	-2.802	-0.4764	0.6869	2.782	-2.541	-0.4459	0.7209	3.001	0	-0.8539	-0.3877	0.05876	2.774	-0.9619	-0.2639	0.1467	2.807	-0.5293	-0.2161	0.1613	3.019	20.73	10.52	5.997	15.86	7.958	4.5	4.855	1.913	-1.913	0.1331	0.1784	135.5	42.65	0	0	0	25.9	0	75.12	73.53	0	0	27.13	0	0.8604	0.4628	0.07144	0.1396	0.5372	0.06819	326.8	175.8	27.13	53.03	204	25.9	3.96	-3.96	0.1373	0.1667	0.695	0.3941	0.07144	0.305	0.6059	0.2336	264	149.7	27.13	115.8	230.1	88.71	10.31	47.72	6.249	4.411	6.371	0	233	65.84	32.9	3.701	0	16.77	0	55.32	58.51	32.9	0	176.4	56.61	0	40.62	0.4121	5.807	3.764	9.058	350.5	72.1	1.387	2	12	0	52	0	26	20	22	0	0	26	2	2	0	59.86	7	0.25	12	54	2	28	7	0.25	40	1.342	34.3	18.36	15.2	15.3	13.59	12.65	9.024	9.297	7.046	6.528	4.464	1.325	0.5375	0.732	0.3708	9.35	4.524	5.163	2.772	0	0	6.934	2.701	3.467	1.309	0	0	3.612	0.9044	1.531	0.6255	0	0.684	16	18.88	0	1.498	24.88	0	0	0	0	0.197	1.864	0	0	0	0	5.356	0	0	0.5702	3.751	0	4	0	1	0	3.775	-4.09	10.52	18	1	3	7	0	0.5	1	8	0	3	379.8	512.4	27.13	0	0	306.9	25.9	27.13	2005	38	130
2-34	4.42	10.83	1.642	0.03	1.7	1.666	-2.826	-0.5294	0.5886	2.815	-2.829	-0.4379	0.678	2.887	-2.559	-0.4108	0.713	3.078	0	-0.8588	-0.3792	0.05801	2.803	-0.9606	-0.2764	0.1437	2.839	-0.53	-0.2042	0.1598	3.038	16.84	8.203	4.75	14.41	6.964	4.009	4.562	1.465	-1.465	0.1736	0.233	149.9	21.33	0	0	0	12.95	0	94.4	36.76	0	0	13.57	0	0.9194	0.44	0.04124	0.08061	0.56	0.03937	302.4	144.7	13.57	26.52	184.2	12.95	3.385	-3.385	0.1606	0.2393	0.6883	0.2804	0.04124	0.3117	0.7196	0.2704	226.4	92.24	13.57	102.5	236.7	88.96	8.991	23.86	6.249	8.822	3.186	0	182.6	79.02	32.9	3.271	0	11.51	0	73.76	35.87	32.9	0	88.22	94.34	0	23.55	0.4664	5.585	3.591	8.573	300.4	64.88	1.298	2	6	0	50	0	22	18	19	0	0	28	2	1	0	55.11	7	0.2917	6	52	1	24	7	0.2917	45	1.314	35.53	15.36	13.21	13.71	12.41	10.72	7.599	8.75	6.61	4.996	3.964	1.207	0.5749	0.8535	0.4916	7.158	3.079	4.668	2.203	0	0	5.231	1.567	3.193	0.8712	0	0	2.595	0.6687	1.393	0.5292	0	0.6594	14	9.601	0	0.7956	12.32	0	0	0	0	0.1452	1.928	0	0	0	0	11.39	0	0	1.799	4.527	0	3	0	1	0	3.359	-2.782	9.079	15	1	3	8	0	0.5	1	7	0	3	328.9	455.6	13.57	0	0	279.8	12.95	13.57	1267	29	112
2-35	6.39	12.32	1.642	0.03	1.7	1.666	-2.865	-0.5434	0.5865	2.786	-2.851	-0.452	0.6748	2.881	-2.599	-0.4234	0.7093	3.049	0	-0.8593	-0.3745	0.058	2.934	-0.9606	-0.2695	0.1437	2.99	-0.5346	-0.2042	0.1598	3.165	19.75	10.36	6.282	17.24	8.99	5.425	6.198	1.624	-1.624	0.1566	0.2102	175.5	21.33	0	0	0	12.95	0	94.4	62.87	0	0	13.57	0	0.9303	0.4488	0.03564	0.06966	0.5512	0.03402	354.1	170.8	13.57	26.52	209.8	12.95	2.79	-2.79	0.1949	0.2903	0.7307	0.1966	0.03564	0.2693	0.8034	0.2337	278.1	74.84	13.57	102.5	305.8	88.96	10.38	23.86	6.249	8.822	3.186	0	239.2	79.02	32.9	4.441	0	11.51	0	73.76	35.87	32.9	0	88.22	150.9	0	23.55	0.4243	5.755	3.767	8.938	342.5	73.99	1.254	2	6	0	59	0	25	21	22	0	0	34	2	1	0	64.39	7	0.2593	6	61	1	27	7	0.2593	54	1.302	42.09	17.48	15.33	15.83	14.53	12.22	9.099	10.25	8.11	6.634	5.602	1.207	0.5749	0.8535	0.4916	8.679	4.599	6.188	3.723	0	0	6.536	2.754	4.471	2.058	0	0	2.884	0.9574	1.681	0.8179	0	0.6476	16	9.634	0	0.7984	12.41	0	0	0	0	0.1485	1.938	0	0	0	0	15.74	0	0	1.744	4.592	0	3	0	1	0	4.685	-4.328	10.47	18	1	3	10	0	0.5	1	8	0	3	380.6	528.9	13.57	0	0	327.2	12.95	13.57	1844	34	124
2-36	4.62	14.27	2.007	0.03	1.759	1.809	-3.02	-0.5136	0.5736	2.958	-2.941	-0.4215	0.6641	3.059	-2.761	-0.3969	0.705	3.218	0	-0.8592	-0.3723	0.05599	3.203	-0.9607	-0.2664	0.1461	3.274	-0.5341	-0.2091	0.1585	3.431	20.88	8.859	4.769	18.58	7.85	4.212	5.029	1.746	-1.746	0.1456	0.1954	192.6	21.33	0	0	0	12.95	0	129.2	36.76	0	0	13.57	0	0.9348	0.4418	0.03338	0.06525	0.5582	0.03186	379.9	179.5	13.57	26.52	226.9	12.95	2.79	-2.79	0.1949	0.2903	0.7477	0.1842	0.03338	0.2523	0.8158	0.2189	303.9	74.84	13.57	102.5	331.6	88.96	11.78	23.86	6.249	17.64	3.186	0	258	79.02	32.9	5.077	0	11.51	0	73.76	44.69	32.9	0	88.22	169.8	0	23.55	0.3968	6.044	3.83	9.368	394.6	82.8	1.236	2	6	0	67	0	29	25	26	0	0	38	2	1	0	74.1	7	0.2121	6	71	1	33	7	0.2121	64	1.04	46.46	19.85	17.69	18.19	16.89	14.08	10.96	12.11	9.974	9.548	8.516	2.323	1.69	1.969	1.607	11.17	7.04	8.671	6.164	0.125	0.125	9.763	5.857	7.67	5.161	0.125	0.125	4.7	2.601	3.458	2.461	0	0.6589	16	9.693	0	0.8059	12.54	0	0	0	0	0.1573	1.956	0	0	0	0	17.87	0	0	3.984	4.722	0.6844	3	0	1	1	5.17	-5.871	11.85	24	0	5	8	2	0.5	1	8	0	5	406.4	598.9	13.57	0	0	347.5	12.95	13.57	2644	45	162
