__MOL_ID__	LogS	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
2464-37-1	-4.18	0	0	0	1	0	2	0	-1	260.676	4.355	452.628	0	121.8	259.134	71.694	759.252	2	2.75	0.0249836	0.0085922	0.8892305	25.422	8.982	13.328	8.621	2.94	-3.397	-4.002	-2.753	175.577	-0.408	237.076	-2.659	9.168	0.819	1	-0.157	3	84.333	0	0	67.146	3	0	13	0	13	1	18	0	0.0149192
2/3/93	-5.22	1	1	0	1	0	7	0	-1	650.978	4.088	595.808	47.421	186.545	142.247	219.596	1045.639	4	4.25	0.015979	0.0142663	0.8362053	32.556	12.684	20.027	11.967	1.308	-4.365	-10.093	-3.779	10.651	-0.7	81.933	-5.847	8.823	1.5	5	-0.062	2	40.035	0	0	100.203	5	1	12	0	12	0	23	1	0.0130572
13993-65-2	-3.94	1	0	0	1	0	2	0	-1	271.333	3.647	497.042	106.721	100.801	251.81	37.71	841.173	1	2.5	0.0158148	0.0050298	0.8670201	28.63	8.998	12.409	6.813	3.745	-4.267	-4.535	-3.077	277.72	-0.358	253.496	-2.298	7.719	0.26	6	0.178	3	92.612	0	0	53.061	3	0	14	0	14	0	19	0	0.00921385
36322-90-4	-4.16	0	0	0	0	0	3	0	-1	331.345	1.81	539.433	65.354	150.519	323.455	0.104	929.638	1	7.75	0.0035258	0.0143669	0.8539588	32.213	10.403	16.452	12.678	1.958	-3.894	-3.777	-5.438	370.277	-0.993	169.258	-2.866	8.902	1.206	3	-0.445	3	84.384	0	0	97.016	7	0	16	0	16	1	23	0	0.0233895
14293-44-8	-3.79	0	0	0	0	0	5	0	-2	354.807	4.941	574.049	139.441	189.304	192.019	53.285	989.218	3	6.75	0.0246774	0.0203665	0.8363943	32.058	11.106	19.189	13.653	1.583	-3.814	-4.387	-5.095	158.756	-1.411	132.535	-3.852	9.692	0.977	4	-0.199	3	75.604	0	0	107.741	6	0	12	0	12	0	23	0	0.0329513
61-68-7	-3.78	2	0	0	1	0	3	0	-1	241.289	3.056	477.545	140.473	82.721	254.351	0	808.285	1	1.5	0.0115553	0.0031411	0.87874	26.696	8.363	10.853	5.442	3.742	-4.033	-4.167	-2.9	412.153	-0.331	241.386	-1.86	7.894	0.605	6	0.226	3	95.658	0	0	52.889	3	0	12	0	12	0	18	0	0.00621668
12771-68-5	-2.6	0	0	0	0	0	5	0	0	256.304	1.761	483.845	204.745	69.276	209.824	0	835.715	1	4.5	0.003709	0.0093005	0.8868114	26.085	8.276	11.972	7.576	2.435	-2.744	-3.178	-4.364	2182.522	-0.325	1150.07	-1.577	9.183	0.415	7	-0.153	3	100	0	0	47.356	4	0	15	3	12	3	19	1	0.0175573
484-12-8	-4.31	0	0	0	0	0	3	1	0	244.29	7.224	492.459	265.78	56.838	169.841	0	838.07	0	3.25	0.0622693	0	0.8729351	27.081	7.62	10.898	4.986	3.009	-3.359	-3.353	-4.398	2863.567	-0.115	1542.456	-1.681	9.128	0.899	4	0.054	3	100	0	0	45.03	3	0	10	0	10	0	18	0	0
481-06-1	-3.09	0	0	0	0	0	0	1	0	246.305	7.201	454.744	281.418	102.019	71.306	0	792.982	0	5	0.0654004	0	0.9111159	26.262	7.052	11.854	6.917	1.411	-2.217	-2.375	-3.31	1067.705	-0.256	531.01	-3.149	10.065	0.518	3	-0.417	3	89.411	0	0	61.441	3	0	13	0	13	6	18	0	0
968-81-0	-2.06	1	0	0	0	1	4	0	-2	324.394	9.027	590.762	316.729	163.983	108.19	1.861	1016.915	1	5.5	0.080132	0.00931	0.8278317	33.008	9.772	16.192	8.993	1.769	-4.418	-3.311	-3.459	275.963	-1.268	125.941	-3.777	9.898	1.048	0	-0.174	3	80.99	0	0	109.011	6	0	12	0	12	6	22	0	0.0169547
57-42-1	-1.89	0	1	0	0	0	2	0	2	247.336	2.234	508.472	327.911	22.089	158.472	0	881.277	0	4	0.0056632	0	0.8742574	29.344	7.728	11.175	5.67	2.717	-1.901	-1.817	-5.049	1525.223	0.649	863.756	-3.239	9.037	-0.199	2	0.021	3	100	0	0	29.213	3	0	12	0	12	5	18	0	0
57837-19-1	-1.6	0	0	0	0	0	5	1	0	279.335	5.588	543.94	387.718	42.089	114.133	0	949.803	0	6.7	0.0328777	0	0.8590864	29.737	8.153	13.042	7.587	2.071	-2.203	-2.257	-4.356	3951.57	-0.118	2184.678	-1.413	9.531	0.188	6	-0.629	3	100	0	0	52.525	5	0	6	0	6	0	20	0	0
96-88-8	-1.55	0	1	0	0	0	2	0	2	246.352	5.117	556.226	411.419	18.912	125.895	0	938.799	1	4.5	0.0278936	0.0080902	0.8336085	31.335	8.1	13.72	7.499	2.763	-2.925	-1.807	-5.551	1634.756	0.66	930.994	-3.295	8.973	-0.223	5	0.221	3	100	0	0	28.429	3	0	12	0	12	5	18	0	0.0182665
94-23-5	-2.71	0	1	0	0	0	8	1	1	265.352	2.743	565.293	399.783	43.065	122.445	0	961.795	0	4.75	0.0078239	0	0.8335788	28.37	8.249	11.005	5.119	2.976	-1.92	-1.816	-5.535	964.751	0.067	526.483	-3.176	9.137	0.303	2	-0.2	3	100	0	0	43.327	4	0	6	0	6	0	19	0	0
90-39-1	-1.89	5	2	0	0	0	0	0	2	234.384	0.643	483.967	482.489	1.478	0	0	846.349	0	4	0.0004878	0	0.8940929	27.717	6.241	10.289	4.834	1.804	-0.855	-0.146	-4.698	596.6	1.348	346.457	-5.672	8.942	-2.536	0	0.005	3	87.191	0	0	7.521	2	0	17	0	17	15	17	0	0
1002-84-2	-4.31	3	0	0	1	0	13	0	-2	242.401	2.051	635.254	528.56	106.695	0	0	1057.364	1	2	0.003977	0.0031483	0.7901335	27.814	8.966	10.537	2.541	4.836	-5.005	-3.289	-3.12	244.183	-1.359	137.082	-2.238	11.327	-1.041	1	0.391	3	100	0	0	50.467	2	0	0	0	0	0	17	0	0.00825067
17560-51-9	-3.78	0	0	0	0	0	2	0	-2	365.834	10.28	574.781	139.502	172.254	209.889	53.136	1011.643	3	8.5	0.1044566	0.025614	0.8479058	35.052	11.36	22.364	16.045	1.217	-3.762	-4.163	-4.994	230.364	-1.024	197.822	-3.763	9.226	0.843	2	-0.247	3	76.355	0	0	97.518	6	0	16	0	16	1	24	0	0.0402435
14214-32-5	-4.16	0	0	0	0	1	4	0	0	286.33	7.78	539.547	240.574	40.291	258.682	0	928.985	1	3.25	0.065161	0.0060236	0.8533775	30.926	9.16	13.729	8.042	3.138	-3.744	-3.797	-3.764	3047.88	-0.046	2279.389	-0.967	8.554	-0.073	1	0.03	3	100	0	16.31	50.462	5	0	12	0	12	0	21	0	0.0113506
2655-19-8	-4.24	0	0	0	0	0	3	0	0	263.379	3.153	540.595	457.387	57.58	25.628	0	965.665	1	3	0.0102918	0.0055494	0.8739992	30.81	8.079	12.616	5.344	3.58	-4.555	-3.708	-3.693	2817.553	-0.12	1515.684	-2.202	9.406	-0.235	2	0.547	3	100	0	0	48.366	3	0	6	0	6	0	19	0	0.0113903
36653-82-4	-7.26	4	0	0	0	0	15	0	-1	242.444	1.948	668.83	611.849	56.981	0	0	1117.312	1	1.7	0.0033956	0.0025418	0.7785724	28.929	9.237	10.406	1.547	5.175	-5.412	-3.399	-5.115	2854.614	-0.967	1537.244	-1.13	10.934	-2.985	1	0.695	3	100	0	0	23.241	1	1	0	0	0	0	17	0	0.00701206
18181-80-1	-4.93	0	0	0	0	0	5	0	1	428.12	2.639	580.806	156.778	51.029	218.824	154.175	1016.422	1	2.75	0.0068515	0.0047348	0.8417505	33.402	10.856	14.231	6.077	4.988	-5.713	-7.56	-5.136	3250.788	0.16	10000	-1.209	9.948	0.449	1	0.641	3	100	0	0	41.998	3	0	12	0	12	0	22	1	0.00642343
10/2/36	-4.53	0	0	0	0	0	5	0	1	339.218	2.101	571.667	156.785	51.027	220.407	143.448	1000.136	1	2.75	0.0044117	0.0048105	0.8460471	32.766	10.646	13.934	6.062	4.775	-5.386	-5.713	-5.074	3250.925	0.139	10000	-1.203	9.65	0.397	1	0.597	3	100	0	0	41.998	3	0	12	0	12	0	22	0	0.00810689
146-54-3	-5.3	1	1	0	0	0	4	0	2	352.417	4.029	596.639	209.268	6.175	227.496	153.7	1051.493	0	2.5	0.015438	0	0.8381557	35.531	9.131	13.325	4.378	5.463	-5.216	-5.189	-5.962	2158.96	1.04	8739.322	-2.51	8.048	0.727	5	0.832	3	100	115.991	0	8.029	2	1	14	0	14	0	24	0	0
94-62-2	-3.46	1	0	0	0	0	5	2	0	285.342	4.329	547.179	330.159	38.884	178.136	0	947.096	0	4.5	0.0197835	0	0.8523766	30.239	8.529	11.917	5.842	3.222	-3.416	-3.556	-4.77	4237.976	-0.095	2356.319	-1.129	8.663	1.046	0	-0.049	3	100	0	0	47.113	4	0	15	0	15	6	21	0	0
15299-99-7	-3.57	0	0	0	0	1	5	0	1	271.358	5.41	544.977	255.373	26.652	262.952	0	944.536	0	3.75	0.0309846	0	0.8542775	30.947	9.023	11.996	7.248	3.129	-3.026	-3.055	-3.77	3672.833	0.019	3144.956	-0.604	8.474	0.322	2	-0.177	3	100	0	22.381	31.451	3	0	10	0	10	0	20	0	0
51-34-3	-0.48	0	1	0	0	0	5	2	1	303.357	3.231	505.452	260.412	68.92	176.12	0	925.919	0	6.7	0.011276	0	0.9089362	29.373	8.802	12.992	8.099	1.243	-0.478	-1.625	-4.572	548.566	0.105	286.001	-3.752	9.317	-0.33	4	-0.699	3	83.249	0	0	59.684	5	0	15	3	12	7	22	0	0
101-31-5	-1.91	0	1	0	0	0	5	1	1	289.374	3.503	538.947	290.804	72.019	176.124	0	956.707	0	4.7	0.0128286	0	0.8712409	30.605	8.918	12.281	6.23	1.869	-2.087	-2.376	-5.182	512.676	0.028	265.83	-3.809	9.383	-0.407	4	-0.074	3	86.387	0	0	50.016	4	0	14	0	14	7	21	0	0
23184-66-9	-4.19	0	0	0	0	0	8	0	1	311.851	6.657	562.523	378.969	18.194	95.609	69.75	1032.699	0	4.7	0.0429127	0	0.878363	30.951	9.204	12.709	4.736	3.996	-3.418	-3.875	-3.956	6658.332	0.095	9255.58	-0.75	9.643	-0.015	5	0.019	3	100	0	0	25.985	3	0	6	0	6	0	21	0	0
517-09-9	-5.24	0	0	0	0	0	1	0	0	266.339	3.976	484.23	206.83	99.737	177.664	0	847.762	1	2.75	0.0186465	0.0056791	0.8945998	28.828	8.43	12.45	6.724	3.044	-5.182	-4.131	-4.085	1122.268	-0.328	560.401	-2.636	8.71	0.612	4	0.362	3	100	0	0	50.191	2	0	17	0	17	6	20	0	0.0103252
474-86-2	-5.28	0	0	0	0	0	1	0	0	268.355	4.62	483.831	248.029	100.028	135.774	0	855.88	1	2.75	0.0249401	0.0056838	0.9010461	28.753	8.256	12.463	6.44	3.046	-3.955	-4.042	-3.781	1115.165	-0.318	556.568	-2.789	9.053	-0.248	5	0.386	3	100	0	0	50.209	2	0	17	0	17	8	20	0	0.0102476
467-98-1	-1.87	0	1	0	0	0	2	0	1	299.369	7.21	492.999	278.832	85.175	128.992	0	888.119	1	5.5	0.0585381	0.0111562	0.906358	29.336	8.443	14.518	8.803	1.575	-1.796	-2.642	-4.389	384.67	0.15	194.876	-4.505	8.944	-0.061	7	-0.061	2	82.434	0	0	55.883	4	0	17	0	17	7	22	1	0.018372
50-47-5	-3.66	0	1	0	0	0	4	0	2	266.385	1.701	546.945	227.01	24.269	295.665	0	952.129	1	2	0.0030392	0.0036567	0.8557603	32.205	9.544	12.644	5.764	4.882	-3.65	-3.322	-6.002	1454.301	0.5	820.426	-2.604	8.079	-0.293	6	0.651	3	100	0	0	16.054	2	0	15	0	12	2	20	0	0.00750798
57-91-0	-4.84	0	0	0	0	0	2	0	0	272.386	3.45	490.931	288.853	93.406	108.672	0	880.233	2	2.45	0.0135238	0.0070577	0.9047811	28.827	8.501	13.532	7.176	3.953	-4.541	-3.927	-3.591	1288.642	-0.318	650.714	-2.666	8.928	-0.359	4	0.369	3	100	0	0	42.271	2	0	17	0	17	11	20	0	0.0127203
13121-70-5	-5.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57-11-4	-5.68	4	0	0	1	0	16	0	-2	284.481	2.087	732.476	625.781	106.695	0	0	1236.745	1	2	0.003522	0.0027305	0.7607203	33.067	10.846	12.173	2.113	5.988	-6.317	-4.153	-3.596	244.181	-1.63	137.081	-1.95	11.327	-1.04	1	0.766	1	91.784	0	0	50.468	2	1	0	0	0	0	20	1	0.00703044
81-81-2	-3.89	0	0	0	0	0	5	2	0	308.333	7.594	541.329	111.608	91.867	337.854	0	951.648	1	5.25	0.0606048	0.0096984	0.864347	31.947	10.347	15.494	9.478	2.702	-3.873	-4.357	-5.338	1332.673	-0.558	674.779	-1.542	9.297	0.92	4	0	3	100	0	0	73.556	4	0	16	0	16	0	23	0	0.0170271
853-34-9	-3.27	0	0	0	0	0	3	2	0	322.363	5.195	592.002	156.001	111.807	324.195	0	1039.495	0	7	0.025964	0	0.8382814	36.616	10.928	16.227	10.343	2.274	-3.283	-3.626	-5.695	862.26	-0.678	421.486	-2.15	8.88	0.401	2	-0.364	3	92.8	0	0	82.005	5	0	17	0	17	1	24	0	0
485-71-2	-3.07	0	1	0	0	0	4	0	1	294.396	2.237	545.161	233.256	61.553	250.352	0	967.671	1	4.7	0.0051727	0.0086213	0.867879	32.395	9.685	14.351	8.364	2.81	-2.677	-2.908	-5.59	644.313	0.176	340.319	-3.451	9.024	0.865	3	0.189	3	93.674	0	0	36.585	3	0	18	0	18	7	22	0	0.0159649
60-89-9	-4.74	2	1	0	0	0	2	0	2	310.456	2.531	561.246	229.95	5.987	291.009	34.3	1005.742	0	2.5	0.0063708	0	0.8649742	35.591	9.945	12.874	5.123	4.542	-4.148	-4.333	-5.831	2167.818	0.872	1946.81	-2.475	7.73	0.234	6	0.784	3	100	0	0	7.587	2	0	20	0	20	5	22	0	0
33089-61-1	-5.47	1	0	0	0	0	4	0	0	293.411	2.192	647.809	403.958	34.591	209.26	0	1108.437	0	2.5	0.0043343	0	0.7995747	37.636	10.214	13.127	4.517	5.459	-5.742	-4.864	-5.773	4654.523	-0.038	2607.618	-1.036	8.251	0.481	4	0.997	3	100	0	0	42.682	3	1	12	0	12	0	22	1	0
60-99-1	-4.22	2	1	0	0	0	5	0	2	328.471	1.788	573.741	308.914	0.614	229.089	35.124	1046.763	0	3.25	0.0030553	0	0.8689893	34.715	9.874	12.73	4.773	4.427	-3.508	-4.332	-5.471	2437.661	0.741	2233.104	-2.306	7.61	0.142	7	0.575	3	100	0	0	14.251	3	0	14	0	14	0	23	1	0
382-45-6	-3.48	0	0	0	0	0	0	1	0	300.397	6.294	524.496	371.68	124.128	28.688	0	940.777	0	6	0.0421106	0	0.8852802	31.77	8.16	14.016	7.931	1.685	-3.015	-2.911	-3.525	658.865	-0.492	315.13	-3.706	10.33	0.194	5	-0.256	3	87.264	0	0	76.168	3	0	17	0	17	12	22	0	0
53-43-0	-4.12	1	0	0	0	0	1	0	0	288.429	1.992	501.609	379.556	93.568	28.485	0	924.316	1	3.7	0.0042946	0.0073763	0.9148431	30.467	8.183	13.147	6.645	3.221	-4.049	-3.703	-3.046	1284.089	-0.242	648.229	-3.048	9.856	-0.92	4	0.404	3	100	0	0	49.078	2	0	17	0	17	14	21	0	0.0128282
36378-49-1	-6.7	2	0	0	0	0	0	0	1	274.445	3.945	501.466	456.995	44.471	0	0	920.21	0	2	0.0169084	0	0.912392	30.673	7.356	10.755	3.199	4.017	-4.673	-3.956	-2.95	3751.271	0.207	2065.233	-2.339	10.227	-0.968	1	0.754	3	100	0	0	26.822	1	0	17	0	17	16	20	0	0
53-41-8	-4.4	1	0	0	0	0	1	0	0	290.445	4.363	511.333	417.658	93.675	0	0	940.495	1	3.7	0.0202401	0.007236	0.9078875	30.842	8.09	13.438	6.475	3.178	-4.109	-3.614	-3.022	1281.084	-0.254	646.59	-3.15	10.267	-0.93	2	0.445	3	100	0	0	49.174	2	0	17	0	17	16	21	0	0.0127391
514-17-0	-3.59	1	0	0	0	0	2	0	0	306.444	6.008	506.889	397.648	109.241	0	0	938.484	2	5.4	0.0384644	0.0150659	0.9145408	30.12	8.448	15.868	9.489	2.1	-3.373	-3.258	-2.915	911.937	-0.428	447.792	-3.341	10.041	-1.033	3	0.097	3	92.222	0	0	60.949	3	0	17	0	17	16	22	0	0.0249205
40596-69-8	-5.19	1	0	0	0	0	11	1	0	310.476	3.308	702.975	644.3	29.055	29.62	0	1219.905	0	2.75	0.0089711	0	0.7854333	35.886	10.027	12.126	2.092	5.748	-6.308	-4.391	-5.145	5252.531	-0.413	2971.551	-0.895	9.433	0.534	3	0.957	1	100	0	0	37.586	3	1	0	0	0	0	22	1	0
50-48-6	-4.46	2	1	0	0	0	3	0	2	277.408	1.031	565.428	268.783	5.953	290.692	0	997.406	0	2	0.0010666	0	0.8538264	34.612	9.583	11.946	4.406	5.027	-4.423	-3.578	-6.01	2169.44	0.727	1264.101	-2.38	9.066	0.047	4	0.851	3	100	0	0	5.804	1	1	15	0	12	2	21	0	0
56-54-2	-3.37	0	1	0	0	0	5	0	1	324.422	3.256	573.448	313.197	61.561	198.689	0	1026.101	1	5.45	0.0103289	0.0095039	0.8579554	33.598	9.84	15.116	8.599	3.384	-3.23	-3.218	-5.504	644.192	0.103	340.25	-3.537	8.878	0.709	4	0.154	3	100	0	0	44.983	4	0	18	0	18	7	24	0	0.0167991
57-63-6	-4.3	1	0	0	0	0	3	0	-1	296.408	1.784	526.847	292.567	88.962	145.318	0	943.529	2.5	1.5	0.003372	0.0045017	0.883047	31.068	9.318	14.353	7.058	3.674	-3.977	-4.659	-4.117	1419.948	-0.378	722.667	-2.359	8.935	-0.358	4	0.562	3	100	0	0	41.509	2	0	17	0	17	11	22	0	0.0080015
12/7/60	-2.82	0	2	0	0	0	3	0	2	326.438	2.786	527.361	310.174	71.048	146.139	0	967.034	2	6.4	0.008024	0.0171628	0.8967778	32.016	9.372	16.628	11.037	1.274	-0.845	-1.635	-5.351	130.603	0.591	67.075	-6.151	8.665	-0.185	3	-0.039	2	72.278	0	0	44.047	4	0	19	0	19	11	24	0	0.0277265
20168-99-4	-5.54	0	0	0	1	0	6	1	-2	349.385	3.28	632.795	193.655	123.598	315.542	0	1112.555	1	5.75	0.0096717	0.0090867	0.8205716	37.531	11.858	17.002	10.034	3.702	-4.808	-4.923	-4.133	168.819	-1.022	91.986	-2.11	8.248	1.079	3	0.103	3	88.486	0	0	81.926	5	0	15	0	15	0	26	0	0.0164575
52645-53-1	-6.29	2	0	0	0	0	6	2	1	391.293	2.865	692.681	198.853	20.981	340.529	132.318	1211.931	0	2.5	0.0067707	0	0.7936285	41.747	12.997	15.335	5.03	6.743	-7.634	-6.748	-6.495	6265.237	0.305	10000	-0.131	9.221	0.206	2	1.213	1	100	0	0	35.929	3	1	15	3	12	3	26	1	0
127-33-3	-2.52	1	1	0	0	0	7	0	-2	464.858	10.371	623.408	158.104	302.477	103.291	59.536	1166.78	3	9.2	0.0921823	0.0255609	0.8597758	37.032	13.046	23.699	15.912	0.014	-2.71	-4.543	-5.02	3.345	-2.042	2.447	-8.121	9.138	0.845	10	-0.199	1	23.452	0	0	185.706	10	1	18	0	18	6	32	2	0.034279
2622-26-6	-3.98	0	1	0	0	0	6	0	1	365.492	6.381	652.889	236.275	124.187	254.761	37.666	1155.943	1	5.7	0.0352278	0.0087304	0.8158618	38.687	12.116	17.816	9.637	3.445	-4.294	-5.194	-6.453	164.108	-0.551	124.8	-4.397	8.072	0.843	6	0.388	3	86.765	0	0	55.644	4	0	20	0	20	5	26	0	0.0155954
52-39-1	-3.85	0	0	0	0	0	4	2	-2	360.449	6.535	563.349	372.327	161.55	29.472	0	1048.506	2	9.1	0.0407364	0.0228443	0.8860019	33.52	9.886	19.284	13.384	1.034	-2.957	-3.138	-3.517	291.016	-1.05	130.289	-4.009	10.177	0.017	4	-0.321	3	77.098	0	0	94.487	5	0	19	0	19	15	26	0	0.0357036
853-23-6	-4.46	0	0	0	0	0	1	1	0	330.466	4.892	575.962	462.222	84.639	29.1	0	1061.088	0	4	0.0225583	0	0.8735188	35.947	8.956	13.906	5.598	3.842	-4.518	-4.347	-3.717	1560.503	-0.236	800.288	-2.881	9.869	-0.866	3	0.586	3	100	0	0	63.921	3	0	17	0	17	14	24	0	0
145-13-1	-4.65	0	0	0	0	0	2	1	0	316.483	4.689	549.314	443.048	76.802	29.464	0	1023.779	1	3.7	0.0214757	0.0067357	0.8942976	33.815	8.871	14.417	6.432	3.709	-4.657	-4.206	-3.383	1851.759	-0.197	962.891	-2.639	9.8	-0.876	4	0.623	3	100	0	0	44.148	2	0	17	0	17	15	23	0	0.011691
57-62-5	-2.88	1	1	0	0	0	7	0	-2	478.885	7.825	627.161	186.005	290.771	99.73	50.655	1183.875	3	8.25	0.0517211	0.0227843	0.8629593	37.682	13.035	22.769	14.878	-0.27	-1.889	-5.172	-4.951	4.319	-1.939	2.883	-7.918	9.304	1.103	10	-0.015	1	23.779	0	0	180.064	10	1	18	0	18	6	33	2	0.0298389
128-62-1	-3.14	0	1	0	0	0	3	1	1	413.426	8.948	610.162	487.282	39.489	83.391	0	1157.605	0	8.75	0.0691655	0	0.8738303	39.043	9.896	18.029	9.98	1.883	-1.49	-3.741	-4.697	1043.104	0.436	572.849	-3.728	9.09	0.453	7	-0.489	3	91.996	0	0	77.913	8	0	22	0	22	5	30	1	0
564-25-0	-2.87	1	1	0	0	0	7	0	-2	444.44	11.39	608.666	206.584	268.991	133.09	0	1142.882	3	9.2	0.1135152	0.02618	0.8685345	36.36	12.401	23.364	15.83	0.057	-2.791	-4.148	-5.02	6.95	-1.837	2.545	-7.399	9.174	0.758	11	-0.241	1	29.39	0	0	169.622	10	1	18	0	18	6	32	2	0.0358538
57-85-2	-5.37	0	0	0	0	0	2	1	0	344.493	6.143	606.109	495.44	83.436	27.233	0	1126.232	0	4	0.0335111	0	0.8637071	37.894	9.504	14.686	5.429	4.054	-4.928	-4.645	-3.867	1602.053	-0.303	823.345	-2.769	10.241	0.058	3	0.733	3	100	0	0	60.921	3	0	17	0	17	14	25	0	0
83-79-4	-4.42	0	0	0	0	0	3	0	1	394.423	5.442	629.059	413.206	24.248	191.604	0	1140.314	0	5.75	0.0259741	0	0.8391193	39.385	10.335	15.905	7.703	4.091	-6.236	-5.717	-5.049	5833.801	0.153	3328.534	-1.003	8.427	0.594	6	0.263	1	100	0	0	62.686	6	0	21	0	21	5	29	1	0
26002-80-2	-5.24	1	0	0	0	0	6	2	0	350.457	1.34	670.123	318.315	32.512	319.296	0	1211.534	0	2.5	0.0014823	0	0.8201642	41.528	11.956	14.663	4.864	6.131	-6.63	-5.881	-5.965	4870.672	-0.12	2738.749	-0.418	9.245	0.171	4	1.212	1	100	0	0	36.33	3	1	15	3	12	3	26	1	0
13698-49-2	-4.95	0	0	0	0	0	2	1	0	402.917	9.936	601.563	329.704	110.999	98.031	62.828	1144.582	0	6	0.086256	0	0.8796605	39.304	10.845	17.609	8.079	3.427	-4.786	-5.218	-3.947	877.592	-0.359	948.921	-3.028	9.525	0.916	2	0.251	3	100	0	0	76.02	4	0	17	0	17	10	28	0	0
84-06-0	-4.7	0	2	0	0	0	7	1	2	446.006	3.295	771.509	363.134	57.164	242.052	109.158	1377.527	0	6.5	0.0078828	0	0.7760521	46.792	14.045	19.113	8.508	4.365	-4.282	-4.373	-7.762	176.852	0.574	368.835	-5.173	7.901	0.429	7	0.581	3	92.732	0	0	50.441	5	0	20	0	20	4	30	1	0
1107-99-9	-4.58	0	0	0	0	0	6	0	-2	444.567	3.791	702.986	470.977	151.465	80.544	0	1333.099	2	8.45	0.010779	0.0169991	0.8332844	44.113	12.664	22.118	12.918	3.077	-5.034	-5.084	-4.614	362.712	-1.252	165.306	-3.451	10.233	0.46	4	0.341	3	90.776	0	0	108.216	6	0	17	0	17	12	32	0	0.0268804
475-31-0	-5.15	0	0	0	1	1	9	0	-2	465.629	2.26	730.386	474.94	255.446	0	0	1378.428	4.25	8.85	0.0037068	0.0249796	0.8201033	43.232	13.771	25.447	17.514	1.934	-4.148	-4.219	-1.261	6.802	-2.511	4.095	-5.363	9.719	-0.594	5	-0.315	2	53.169	0	18.153	143.235	7	0	17	0	17	17	33	1	0.039183
751-97-3	-1.42	0	1	0	0	0	5	0	-1	385.416	5.895	558.594	184.529	189.921	184.144	0	1050.412	3	8	0.0330879	0.0248059	0.8946276	34.432	11.456	20.745	14.779	0.827	-1.855	-3.453	-4.841	39.064	-0.921	16.448	-5.954	9.222	0.728	8	-0.163	2	60.277	0	0	118.688	7	0	18	0	18	6	28	1	0.0359519
508-96-3	-5.51	0	0	0	0	0	7	1	-2	460.609	2.344	733.947	557.236	149.474	27.237	0	1392.212	2	8.45	0.0039479	0.016282	0.8215564	45.328	12.825	22.294	12.396	3.383	-5.386	-5.272	-4.549	378.825	-1.335	173.257	-3.506	10.248	0.071	6	0.439	3	92.901	0	0	105.031	6	0	17	0	17	14	33	0	0.0259442
7681-93-8	-3.21	6	1	0	1	0	26	4	-2	665.733	10.145	966.513	599.597	282.039	84.877	0	1924.04	6	16.7	0.0534949	0.0423238	0.7740459	54.962	20.029	36.724	24.042	0.055	-2.822	-4.63	-4.512	1.324	-3.743	0.539	-5.985	9.044	0.394	9	-0.802	1	0	0	0	219.348	14	3	15	3	12	12	47	2	0.0614458
96-14-0	-3.68	13	0	0	0	0	2	0	2	86.177	0.154	313.142	313.142	0	0	0	473.122	0	0	5e-05	0	0.9377166	11.496	2.767	2.413	-1.748	3.602	-3.736	-3.606	-2.54	9906.038	0.819	5899.293	0.022	11.534	-3.508	0	-0.093	3	100	0	0	0	0	0	0	0	0	0	6	0	0
108-08-7	-4.26	11	0	0	0	0	2	0	2	100.203	0.116	338.104	338.104	0	0	0	525.359	0	0	2.55e-05	0	0.93129	13.587	3.272	3.133	-1.626	3.752	-3.87	-4.148	-2.644	9906.038	0.869	5899.293	0.381	11.429	-3.501	0	0.058	3	100	0	0	0	0	0	0	0	0	0	7	0	0
109-67-1	-2.68	12	0	0	0	0	2	0	2	70.134	0.291	290.424	244.576	0	45.849	0	418.789	0	0	0.0002016	0	0.9320985	9.76	2.4	1.877	-1.239	2.038	-2.636	-2.176	-2.849	9906.038	0.682	5899.293	-1.166	10.294	-1.244	1	-0.251	3	100	0	0	0	0	0	0	0	0	0	5	0	0
