__MOL_ID__	LogS	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
291-64-5	-3.52	3.623	0.248	0.03	0.071	0.277	-2.613	-0.2232	0.2791	2.696	-2.439	-0.1195	0.3833	2.872	-2.362	-0.1285	0.3758	2.953	0	-0.8008	-0.2267	-0.04072	2.408	-0.6174	-0.1172	0.06034	2.566	-0.5322	-0.1192	0.05004	2.626	5.143	3.061	1.959	5.143	3.061	1.959	2.249	0.3714	-0.3714	0.07143	0.1429	59.72	0	0	0	0	0	0	0	60.91	0	0	0	0	0	1	0.5049	0	0	0.4951	0	120.6	60.91	0	0	59.72	0	0	0	0	0	1	0	0	0	1	0	120.6	0	0	0	120.6	0	3.232	0	0	0	0	0	132.1	0	0	2.731	0	0	0	0	0	0	0	0	132.1	0	0	0.8631	3.807	1.585	5.267	98.19	19.28	0.9183	0	0	0	21	0	7	7	0	7	0	0	14	0	0	0	0	0	21.66	0	0	0	21	0	7	0	0	21	0	2.042	15.3	4.95	4.95	4.95	4.95	3.5	3.5	3.5	3.5	2.475	2.475	0	0	0	0	1.75	1.75	1.75	1.75	0	0	1.237	1.237	1.237	1.237	0	0	0	0	0	0	0	0	0.5742	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.228	-3.346	3.267	7	1	1	3	0	0	0	3	0	1	120.6	171	0	0	0	110.7	0	0	42	7	28
292-64-8	-4.15	4.122	0.248	0.03	0.071	0.277	-2.769	-0.2232	0.265	2.696	-2.592	-0.1195	0.3685	2.872	-2.513	-0.1285	0.3602	2.953	0	-0.81	-0.2255	-0.04965	2.48	-0.6244	-0.1159	0.05069	2.637	-0.5362	-0.1179	0.03936	2.698	6.125	3.938	2.812	6.125	3.938	2.812	3.015	0.4245	-0.4245	0.0625	0.125	68.25	0	0	0	0	0	0	0	69.61	0	0	0	0	0	1	0.5049	0	0	0.4951	0	137.9	69.61	0	0	68.25	0	0	0	0	0	1	0	0	0	1	0	137.9	0	0	0	137.9	0	3.694	0	0	0	0	0	150.9	0	0	3.121	0	0	0	0	0	0	0	0	150.9	0	0	0.8113	4	1.95	5.656	112.2	22.04	0.9183	0	0	0	24	0	8	8	0	8	0	0	16	0	0	0	0	0	24.75	0	0	0	24	0	8	0	0	24	0	2	17.49	5.657	5.657	5.657	5.657	4	4	4	4	2.828	2.828	0	0	0	0	2	2	2	2	0	0	1.414	1.414	1.414	1.414	0	0	0	0	0	0	0	0	0.5742	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.841	-3.861	3.726	8	1	1	4	0	0	0	4	0	1	137.9	195.4	0	0	0	126.5	0	0	64	8	32
109-68-2	-2.54	2.209	0.176	0.03	0.107	0.227	-2.422	-0.1821	0.2297	2.353	-2.247	-0.07748	0.3286	2.527	-2.161	-0.07914	0.3291	2.62	0	-0.7863	-0.2124	-0.06339	1.875	-0.5965	-0.1023	0.02877	2.039	-0.5129	-0.09911	0.0251	2.123	5	4	4	4.144	3.12	2.831	2.586	0.3258	-0.3258	0.1746	0.2795	34.12	8.531	0	0	0	0	0	27.45	43.26	0	0	0	0	0	1	0.6237	0	0	0.3763	0	113.4	70.71	0	0	42.65	0	0.5764	-0.5764	0.2602	0.5	0.7838	0.2162	0.2162	0.2162	0.7838	0	88.85	24.51	24.51	24.51	88.85	0	2.511	0	0	0	0	0	54.15	0	66.65	1.973	0	0	0	0	0	0	0	35.29	18.87	66.65	0	0.9044	3	1.846	4.146	70.13	13.77	0.9183	0	0	0	15	0	5	5	0	5	0	0	10	0	0	0	0	0	15.47	1	0.25	0	14	1	4	1	0.25	13	0	2.288	10.93	4.121	4.121	3.862	3.862	2.414	2.414	2.026	2.026	1.354	0.9773	0	0	0	0	0.7071	0.7071	0.4714	0.4714	0	0	0.3536	0.3536	0.2357	0.2357	0	0	0	0	0	0	0	0	0.5389	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.181	0	0	0	0	0	4.156	0	0	0	0	0	0	1.163	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.516	-1.88	2.507	1	1	0	1	0	0.5	1	2	0	0	113.4	130.1	0	0	0	106.2	0	0	20	2	14
142-29-0	-2.1	2.565	0.384	0.03	0.093	0.377	-2.457	-0.5564	0.6192	2.539	-2.292	-0.4465	0.7292	2.713	-2.213	-0.4237	0.7647	2.811	0	-0.7853	-0.3466	0.06065	2.009	-0.6119	-0.2208	0.1504	2.171	-0.5251	-0.1814	0.1712	2.259	3.2	1.44	0.64	2.652	1.123	0.4529	0.5957	0.291	-0.291	0.1955	0.3022	25.59	8.531	0	0	0	0	0	26.1	24.51	0	0	0	0	0	1	0.5973	0	0	0.4027	0	84.74	50.61	0	0	34.12	0	0.5764	-0.5764	0.2602	0.5	0.7108	0.2892	0.2892	0.2892	0.7108	0	60.23	24.51	24.51	24.51	60.23	0	2.299	0	0	0	0	0	91.89	0	0	1.727	0	0	0	0	0	0	0	35.29	56.61	0	0	0.971	3.322	1	4.24	68.12	12.5	0.9612	0	0	0	13	0	5	5	0	5	0	0	8	0	0	0	0	0	14.13	0	0	0	13	1	5	0	0	12	0	2.158	8.746	3.536	3.536	3.276	3.276	2.5	2.5	2.15	2.15	1.768	1.402	0	0	0	0	1.25	1.25	0.9082	0.9082	0	0	0.1768	0.1768	0.1179	0.1179	0	0	0	0	0	0	0	0	0.586	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.472	0	0	0	0	0	0	0	0	0	0	0	0	4.028	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.055	-1.151	2.317	5	1	1	0	0	0	0	2	0	1	84.74	116.2	0	0	0	79.04	0	0	15	0	20
592-41-6	-3.23	2.661	0.167	0.03	0.108	0.167	-2.587	-0.2059	0.266	2.519	-2.413	-0.1001	0.351	2.692	-2.334	-0.1024	0.3497	2.774	0	-0.7963	-0.2231	-0.03739	2.063	-0.6131	-0.1113	0.04185	2.223	-0.5287	-0.1067	0.03758	2.294	6	5	5.333	5.159	4.144	4.258	3.563	0.3995	-0.3995	0.1417	0.2569	38.39	12.8	0	0	0	0	0	17.4	39.7	22.3	0	0	0	0	1	0.6081	0	0	0.3919	0	130.6	79.41	0	0	51.18	0	0.5882	-0.5882	0.255	0.51	0.7354	0.2646	0.2646	0.2646	0.7354	0	96.04	34.56	34.56	34.56	96.04	0	2.972	0	0	0	0	0	74.25	0	65.43	2.363	0	0	0	0	0	0	0	17.64	56.61	65.43	0	0.8524	3.322	2.149	4.704	84.16	16.53	0.9183	0	0	0	18	0	6	6	0	6	0	0	12	0	0	0	0	0	18.56	3	0.6	0	17	1	5	3	0.6	16	0	2.367	13.12	4.828	4.828	4.406	4.406	2.914	2.914	2.524	2.524	1.707	1.431	0	0	0	0	0.9571	0.9571	0.7618	0.7618	0	0	0.5	0.5	0.3485	0.3485	0	0	0	0	0	0	0	0	0.5445	5	0	0	0	0	0	0	0	0	0	3.598	0	0	0	0	0	0	1.962	0	0	0	0	0	2.184	0	0	0	0	0	0	3.756	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3.462	-2.58	2.955	1	1	0	3	0	0.4	0.6667	3	0	0	130.6	154.6	0	0	0	122.1	0	0	35	3	18
691-37-2	-3.24	2.483	0.152	0.03	0.126	0.128	-2.613	-0.179	0.2404	2.547	-2.481	-0.07961	0.3188	2.681	-2.36	-0.08216	0.3175	2.802	0	-0.7986	-0.2159	-0.049	2.1	-0.6759	-0.1094	0.02761	2.238	-0.5307	-0.1046	0.02213	2.331	6	3.2	5.333	5.159	2.652	4.258	2.28	0.3942	-0.3942	0.1437	0.2603	38.39	12.8	0	0	0	0	0	8.701	49.75	22.3	0	0	0	0	1	0.6121	0	0	0.3879	0	131.9	80.75	0	0	51.18	0	0.5882	-0.5882	0.255	0.51	0.7381	0.2619	0.2619	0.2619	0.7381	0	97.38	34.56	34.56	34.56	97.38	0	2.965	0	0	4.411	0	0	36.51	0	98.75	2.219	0	0	0	0	4.411	0	0	17.64	18.87	98.75	0	0.8524	3.322	1.909	4.742	84.16	16.53	0.9183	0	0	0	18	0	6	6	0	6	0	0	12	0	0	0	0	0	18.56	2	0.4	0	17	1	5	2	0.4	16	0	2.661	13.12	4.992	4.992	4.569	4.569	2.77	2.77	2.379	2.379	2.183	1.918	0.4082	0.4082	0.4082	0.4082	0.866	0.866	0.6381	0.6381	0	0	0.5774	0.5774	0.3333	0.3333	0	0	0.2887	0.2887	0.2357	0.2357	0	0	0.5445	4	0	0	0	0	0	0	0	0	0	3.601	0	0	0	0	0	0	1.949	0	0	0	0	0	4.364	0	0	0	0	0	0	1.139	0	0	0	0.7801	0	0	0	0	0	0	0	0	1	0	3.378	-2.58	2.921	1	1	0	2	0	0.5	1	2	0	0	131.9	154.6	0	0	0	122.1	0	0	32	3	20
14686-13-6	-3.82	3.207	0.176	0.03	0.107	0.227	-2.589	-0.1806	0.2285	2.522	-2.416	-0.07605	0.3269	2.695	-2.336	-0.07819	0.3267	2.778	0	-0.7961	-0.2117	-0.0634	2.131	-0.6131	-0.1017	0.02856	2.291	-0.529	-0.09877	0.02452	2.365	7	6	6	6.169	5.159	5.018	4.546	0.4316	-0.4316	0.1318	0.2109	51.18	8.531	0	0	0	0	0	36.15	51.96	0	0	0	0	0	1	0.596	0	0	0.404	0	147.8	88.11	0	0	59.72	0	0.5764	-0.5764	0.2602	0.5	0.8342	0.1658	0.1658	0.1658	0.8342	0	123.3	24.51	24.51	24.51	123.3	0	3.434	0	0	0	0	0	91.89	0	66.65	2.753	0	0	0	0	0	0	0	35.29	56.61	66.65	0	0.8031	3.585	2.398	5.169	98.19	19.28	0.9183	0	0	0	21	0	7	7	0	7	0	0	14	0	0	0	0	0	21.66	3	0.5	0	20	1	6	3	0.5	19	0	2.477	15.3	5.536	5.536	5.276	5.276	3.414	3.414	3.026	3.026	2.061	1.711	0	0	0	0	1.207	1.207	0.96	0.96	0	0	0.6768	0.6768	0.4886	0.4886	0	0	0	0	0	0	0	0	0.5485	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.319	0	0	0	0	0	4.277	0	0	0	0	0	0	3.904	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3.741	-2.911	3.426	1	1	0	3	0	0.5	1	3	0	0	147.8	179	0	0	0	137.9	0	0	56	4	22
591-49-1	-3.27	3.54	0.392	0.03	0.089	0.353	-2.664	-0.01005	0.03099	2.598	-2.489	0.123	0.1368	2.772	-2.398	0.1057	0.2112	2.868	0	-0.7895	-0.2237	-0.129	2.255	-0.6082	-0.08366	-0.037	2.417	-0.5225	-0.0543	-0.01209	2.501	5.143	2.344	1.5	4.532	2.015	1.255	1.305	0.3703	-0.3703	0.1544	0.2296	46.92	4.265	0	0	0	0	0	53.55	14.46	0	0	0	0	0	1	0.5706	0	0	0.4294	0	119.2	68.02	0	0	51.18	0	0.5646	-0.5646	0.2657	0.5104	0.8787	0.1213	0.1213	0.1213	0.8787	0	104.7	14.46	14.46	14.46	104.7	0	3.223	0	0	0	3.186	0	93.12	0	33.33	2.507	0	0	0	0	0	3.186	0	17.64	75.47	33.33	0	0.8631	3.807	1.761	5.255	96.17	18.04	0.9495	0	0	0	19	0	7	7	0	7	0	0	12	0	0	0	0	0	20.32	0	0	0	19	1	7	0	0	18	0	2.163	13.12	5.113	5.113	4.906	4.906	3.394	3.394	3.05	3.05	2.743	2.296	0.2887	0.2887	0.2041	0.2041	1.894	1.894	1.518	1.518	0	0	1.307	1.307	0.9987	0.9987	0	0	0.4082	0.4082	0.2887	0.2887	0	0	0.5825	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.351	0	1.589	0	0	0	2.221	0	0	0	0	0	0	5.505	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.882	-1.997	3.213	6	1	1	1	0	0.25	0.3333	3	0	1	119.2	165.1	0	0	0	110.7	0	0	42	5	30
111-66-0	-4.44	3.659	0.167	0.03	0.108	0.167	-2.661	-0.2054	0.2656	2.591	-2.486	-0.09969	0.3504	2.765	-2.408	-0.1021	0.3487	2.847	0	-0.8008	-0.2225	-0.03745	2.26	-0.617	-0.1108	0.0418	2.419	-0.5315	-0.1065	0.03729	2.485	8	7	7.2	7.176	6.169	6.247	5.533	0.5056	-0.5056	0.112	0.203	55.45	12.8	0	0	0	0	0	17.4	57.11	22.3	0	0	0	0	1	0.5865	0	0	0.4135	0	165.1	96.81	0	0	68.25	0	0.5882	-0.5882	0.255	0.51	0.7906	0.2094	0.2094	0.2094	0.7906	0	130.5	34.56	34.56	34.56	130.5	0	3.896	0	0	0	0	0	112	0	65.43	3.143	0	0	0	0	0	0	0	17.64	94.34	65.43	0	0.7579	3.807	2.61	5.568	112.2	22.04	0.9183	0	0	0	24	0	8	8	0	8	0	0	16	0	0	0	0	0	24.75	5	0.7143	0	23	1	7	5	0.7143	22	0	2.54	17.49	6.243	6.243	5.82	5.82	3.914	3.914	3.524	3.524	2.414	2.138	0	0	0	0	1.457	1.457	1.262	1.262	0	0	0.8536	0.8536	0.7155	0.7155	0	0	0	0	0	0	0	0	0.5516	7	0	0	0	0	0	0	0	0	0	3.658	0	0	0	0	0	0	1.996	0	0	0	0	0	2.23	0	0	0	0	0	0	6.616	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.688	-3.611	3.873	1	1	0	5	0	0.4286	0.75	4	0	0	165.1	203.4	0	0	0	153.7	0	0	84	5	26
124-11-8	-5.05	4.158	0.167	0.03	0.108	0.167	-2.682	-0.2054	0.2655	2.612	-2.507	-0.09965	0.3504	2.786	-2.429	-0.1021	0.3485	2.867	0	-0.8018	-0.2224	-0.03746	2.334	-0.6176	-0.1106	0.0418	2.492	-0.5318	-0.1064	0.03726	2.557	9	8	8	8.181	7.176	7.084	6.523	0.5587	-0.5587	0.1014	0.1837	63.98	12.8	0	0	0	0	0	17.4	65.81	22.3	0	0	0	0	1	0.5788	0	0	0.4212	0	182.3	105.5	0	0	76.78	0	0.5882	-0.5882	0.255	0.51	0.8104	0.1896	0.1896	0.1896	0.8104	0	147.7	34.56	34.56	34.56	147.7	0	4.357	0	0	0	0	0	130.9	0	65.43	3.533	0	0	0	0	0	0	0	17.64	113.2	65.43	0	0.717	4	2.794	5.917	126.2	24.79	0.9183	0	0	0	27	0	9	9	0	9	0	0	18	0	0	0	0	0	27.84	6	0.75	0	26	1	8	6	0.75	25	0	2.602	19.68	6.95	6.95	6.527	6.527	4.414	4.414	4.024	4.024	2.768	2.492	0	0	0	0	1.707	1.707	1.512	1.512	0	0	1.03	1.03	0.8922	0.8922	0	0	0	0	0	0	0	0	0.554	8	0	0	0	0	0	0	0	0	0	3.678	0	0	0	0	0	0	2.006	0	0	0	0	0	2.244	0	0	0	0	0	0	8.072	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5.301	-4.126	4.332	1	1	0	6	0	0.5	1	4	0	0	182.3	227.9	0	0	0	169.5	0	0	120	6	30
592-42-7	-2.68	2.554	0.294	0.03	0.131	0.207	-2.449	-0.6313	0.6653	2.389	-2.277	-0.5175	0.777	2.56	-2.182	-0.4929	0.8054	2.661	0	-0.7849	-0.3816	0.09409	1.924	-0.6002	-0.2494	0.1902	2.088	-0.5053	-0.2024	0.209	2.183	6	5	5.333	4.399	3.391	3.337	2.486	0.4501	-0.4501	0.1259	0.228	17.06	25.59	0	0	0	0	0	17.4	24.51	44.6	0	0	0	0	1	0.6698	0	0	0.3302	0	129.2	86.51	0	0	42.65	0	1.176	-1.176	0.1275	0.255	0.4649	0.5351	0.5351	0.5351	0.4649	0	60.06	69.11	69.11	69.11	60.06	0	2.963	0	0	0	0	0	73.02	0	64.2	2.139	0	0	0	0	0	0	0	35.29	37.74	64.2	0	0.8524	3.322	2.149	4.704	82.15	15.27	0.9544	0	0	0	16	0	6	6	0	6	0	0	10	0	0	0	0	0	17.23	3	0.6	0	15	2	5	3	0.6	13	0	2.395	10.93	4.828	4.828	3.983	3.983	2.914	2.914	2.133	2.133	1.707	1.155	0	0	0	0	0.9571	0.9571	0.5749	0.5749	0	0	0.5	0.5	0.2357	0.2357	0	0	0	0	0	0	0	0	0.5525	5	0	0	0	0	0	0	0	0	0	7.101	0	0	0	0	0	0	3.781	0	0	0	0	0	0	0	0	0	0	0	0	2.118	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.815	-2.228	2.914	2	1	0	3	0	0.4	0.6667	3	0	0	129.2	148.7	0	0	0	122.1	0	0	35	3	18
78-79-5	-2.03	2.032	0.302	0.03	0.127	0.183	-2.262	0.009998	0.05374	2.193	-2.083	0.123	0.1354	2.371	-1.973	0.1057	0.2013	2.494	0	-0.7744	-0.213	-0.1063	1.745	-0.5757	-0.08364	-0.037	1.916	-0.4759	-0.0543	-0.01092	2.032	5	2.25	4	3.391	1.338	1.906	0.9072	0.3591	-0.3591	0.1711	0.2742	12.8	21.33	0	0	0	0	0	18.75	59.07	0	0	0	0	0	1	0.6952	0	0	0.3048	0	111.9	77.81	0	0	34.12	0	0.8882	-0.8882	0.1689	0.3378	0.6015	0.5277	0.3985	0.3985	0.4723	0	67.33	59.07	44.6	44.6	52.87	0	2.501	0	0	0	3.186	0	17.64	0	97.53	1.749	0	0	0	0	0	3.186	0	17.64	0	97.53	0	0.9044	3	1.522	4.197	68.12	12.5	0.9612	0	0	0	13	0	5	5	0	5	0	0	8	0	0	0	0	0	14.13	1	0.25	0	12	2	4	1	0.25	10	0	2.744	8.746	4.284	4.284	3.492	3.492	2.27	2.27	1.55	1.55	1.802	1.05	0.4082	0.4082	0.2041	0.2041	0.8165	0.8165	0.3485	0.3485	0	0	0	0	0	0	0	0	0.4082	0.4082	0.1443	0.1443	0	0	0.5483	3	0	0	0	0	0	0	0	0	0	7.016	0	0	0	0	0	0	1.722	0	1.019	0	0	0	1.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.513	-2.167	2.421	2	1	0	1	0	0.3333	0.5	2	0	0	111.9	124.2	0	0	0	106.2	0	0	18	2	16
106-99-0	-1.87	1.556	0.294	0.03	0.131	0.207	-2.046	-0.5454	0.6036	1.956	-1.853	-0.4426	0.7039	2.147	-1.715	-0.4134	0.7418	2.294	0	-0.7643	-0.3506	0.07461	1.52	-0.5519	-0.2305	0.1583	1.696	-0.3996	-0.1855	0.1841	1.824	4	3	4	2.378	1.358	1.051	0.8074	0.3362	-0.3362	0.1819	0.2936	0	25.59	0	0	0	0	0	0	69.11	0	0	0	0	0	1	0.7298	0	0	0.2702	0	94.7	69.11	0	0	25.59	0	0.9	-0.9	0.1667	0.3333	0.529	0.7298	0.471	0.471	0.2702	0	50.1	69.11	44.6	44.6	25.59	0	2.039	0	0	0	0	0	35.29	0	64.2	1.358	0	0	0	0	0	0	0	35.29	0	64.2	0	0.9544	2.585	1.459	3.446	54.09	9.71	0.971	0	0	0	10	0	4	4	0	4	0	0	6	0	0	0	0	0	11.04	1	0.3333	0	9	2	3	1	0.3333	7	0	2.225	6.559	3.414	3.414	2.569	2.569	1.914	1.914	1.15	1.15	1	0.4714	0	0	0	0	0.5	0.5	0.1667	0.1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542	3	0	0	0	0	0	0	0	0	0	6.722	0	0	0	0	0	0	3.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.298	-1.837	1.994	2	1	0	1	0	0.3333	0.5	2	0	0	94.7	99.81	0	0	0	90.43	0	0	10	1	10
628-41-1	-1.97	3.004	0.52	0.03	0.115	0.477	-2.435	-0.6361	0.6672	2.367	-2.256	-0.5178	0.7821	2.545	-2.138	-0.4794	0.8305	2.669	0	-0.7749	-0.3782	0.07021	1.973	-0.5825	-0.246	0.1607	2.142	-0.4725	-0.1975	0.1891	2.254	4.167	2.222	1.333	3.055	1.507	0.8343	0.7674	0.3687	-0.3687	0.1552	0.2276	17.06	17.06	0	0	0	0	0	17.4	49.02	0	0	0	0	0	1	0.6606	0	0	0.3394	0	100.5	66.42	0	0	34.12	0	1.153	-1.153	0.2398	0.25	0.3394	0.4875	0.4875	0.6606	0.5125	0.1731	34.12	49.02	49.02	66.42	51.53	17.4	2.751	0	0	0	0	0	108.3	0	0	1.893	0	0	0	0	0	0	0	70.57	37.74	0	0	0.9183	3.585	1.522	4.782	80.13	13.79	0.9852	0	0	0	14	0	6	6	0	6	0	0	8	0	0	0	0	0	15.89	0	0	0	14	2	6	0	0	12	0	2.078	8.746	4.243	4.243	3.724	3.724	3	3	2.3	2.3	2.121	1.414	0	0	0	0	1.5	1.5	0.8777	0.8777	0	0	1.061	1.061	0.542	0.542	0	0	0	0	0	0	0	0	0.5946	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.722	0	0	0	0	0	0	0	0	0	0	0	0	2.278	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.427	-1.142	2.742	6	1	1	0	0	0	0	3	0	1	100.5	134.8	0	0	0	94.85	0	0	27	3	24
