__MOL_ID__	MTP	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
S=C1NC(=O)C(=NNc2ccccc2)C(=O)N1	290.0	1	0	0	0	0	3	0	0	248.259	6.296	427.156	0	137.229	209.132	80.795	710.717	2	4.5	0.0557793	0.0148984	0.9016602	22.36	8.405	13.652	9.831	1.41	-2.559	-3.194	-4.121	494.947	-0.544	640.911	-3.024	9.135	1.947	2	-0.373	3	83.431	0	0	109.99	6	0	12	0	12	0	17	0	0.0256343
OC1NN(c2ccccc2)C(O)C1=Cc1ccc2OCOc2c1	290.0	0	1	0	0	0	3	2	1	312.324	6.749	511.296	123.958	87.081	300.257	0	902.369	3	7.4	0.0504733	0.025068	0.8832473	30.9	10.119	19.082	14.605	1.013	-1.625	-2.618	-5.579	368.986	0.037	186.302	-3.841	8.806	0.7	2	-0.336	3	78.819	0	0	75.258	6	0	20	0	20	3	23	0	0.0410381
O=C1c2ccccc2C(=O)c2cc3ccccc3cc12	290.5	1	0	0	0	0	0	0	0	258.276	2.268	482.62	0	88.071	394.549	0	818.113	0	4	0.0062886	0	0.8765328	30.355	9.246	12.307	8.103	2.537	-3.268	-3.781	-5.411	1447.841	-0.201	738.024	-1.753	9.232	1.314	0	-0.077	3	100	0	0	53.235	2	0	18	0	18	0	20	0	0
O=[N+]([O-])c1ccccc1C=Cc1cc(C=Cc2ccccc2[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](	291.0	1	0	0	0	0	10	0	-2	462.375	2.954	697.715	3.937	291.513	402.264	0	1266.588	0	4	0.006889	0	0.8114172	41.955	14.892	16.965	7.851	4.064	-5.716	-8.116	-6.502	17.04	-2.991	6.064	-4.515	9.982	2.405	4	0.8	2	59.822	0	0	168.083	12	1	18	0	18	0	34	2	0
[Cl+3]([O-])([O-])([O-])[O-].o1cccc1c1cc2[nH0+](c3ccccc3C2(C)C)c(c1)c1ccccc	291.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BrCc1c(CBr)c(CBr)c(CBr)c(CBr)c1CBr	292.0	7	0	0	0	0	6	6	2	635.651	5.732	515.165	171.994	0	13.735	329.436	923.824	0	0	0.0355606	0	0.8904547	27.096	9.369	9.855	-0.156	6.737	-7.432	-7.432	-3.37	9906.038	0.536	10000	-0.895	10.102	1.434	6	1.045	1	100	0	0	0	0	2	6	0	6	0	18	1	0
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=Cc1[nH0]cccc1	292.0	0	0	0	0	0	3	0	-2	346.345	7.171	593.491	81.097	166.842	345.552	0	1032.402	2	8.25	0.0498052	0.0196587	0.8323712	36.536	11.84	20.394	15.026	1.535	-3.818	-4.275	-5.892	259.261	-1.223	114.993	-3.089	8.731	1.192	2	-0.236	3	79.134	0	0	108.127	7	0	21	0	21	0	26	0	0.0336868
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=CNc1cccc2ccccc12	292.0	0	0	0	0	0	4	0	-2	410.431	7.61	689.121	72.877	180.399	435.845	0	1223.385	2	7.25	0.0473379	0.0148784	0.8027459	44.4	14.407	22.691	14.757	3.068	-5.513	-6.126	-6.802	192.831	-1.544	83.505	-2.925	8.225	1.18	2	0.336	3	85.808	0	0	117.081	7	0	25	0	25	0	31	0	0.0249811
Nc1ccc(N=Nc2ccc(N=Nc3ccc(N=Nc4ccc(N=Nc5ccc(N)cc5)cc4)cc3)cc2)cc1	292.0	6	0	0	0	0	10	4	-2	524.587	0.007	969.916	0	190.203	779.713	0	1684.187	3	10	0	0.0178577	0.7058156	62.272	22.315	31.243	20.689	4.902	-8.313	-7.565	-10.011	155.669	-2.585	66.255	-1.318	7.937	1.948	7	0.628	1	81.925	0	0	135.066	10	1	30	0	30	0	40	2	0.0330173
O=C1N2c3ccccc3N(C)C2=C(C#N)c2[nH0]cccc12	292.5	0	0	0	0	0	1	0	0	274.281	5.347	505.125	71.358	112.435	321.333	0	851.133	0	5.5	0.0335968	0	0.859867	30.335	9.139	13.413	9.082	1.768	-3.747	-4.366	-5.332	850.517	-0.511	415.285	-2.364	8.259	0.997	1	-0.425	3	89.731	0	0	65.729	5	0	17	0	17	0	21	0	0
O(C)c1ccc(Nc2[nH0]c(N)[nH0][nH0]c2c2ccccc2)cc1	293.0	0	0	0	0	0	5	0	-1	293.327	4.245	540.035	79.819	115.807	344.409	0	921.2	3	4.75	0.019565	0.0152346	0.8478365	30.791	10.652	17.235	12.119	2.37	-3.468	-4.248	-5.637	790.131	-0.812	383.508	-1.961	8.289	0.387	1	-0.084	3	92.684	0	0	75.786	6	0	18	0	18	0	22	0	0.0280479
Brc1ccc(NC=C2C(=O)NN=C2C=2C(=O)N(C)c3ccccc3C=2O)cc1	293.0	0	0	0	0	0	4	0	-2	439.267	6.74	659.525	72.861	188.603	321.014	77.048	1149.023	2	7.25	0.0395404	0.0155461	0.8044257	40.327	13.481	21.381	13.988	2.715	-5.339	-6.458	-6.228	161.206	-1.432	181.84	-3.481	8.47	1.085	2	0.149	3	82.35	0	0	119.01	7	0	21	0	21	0	28	0	0.0233413
O=C(N1CCc2cc3N(CCc3cc12)C(=O)c1ccccc1)c1ccccc1	293.5	1	0	0	0	0	2	0	0	368.434	0.02	651.922	164.888	72.388	414.647	0	1146.591	0	6	4e-07	0	0.812659	42.408	12.296	17.277	10.07	3.838	-5.104	-5.294	-6.541	2039.143	-0.288	1068.628	-1.201	8.118	0.478	2	0.257	3	100	0	0	53.95	4	0	24	0	24	4	28	0	0
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=NNc1cc[nH0]cc1	294.0	0	0	0	0	0	4	0	-2	362.347	5.225	621.253	72.638	219.257	329.358	0	1077.373	2	9.75	0.0253428	0.0221948	0.8181019	37.539	12.515	21.379	16.596	0.829	-3.649	-4.026	-6.046	82.544	-1.862	33.375	-4.016	8.899	1.288	4	-0.439	3	66.102	0	0	141.583	9	0	21	0	21	0	27	0	0.0380535
O=[N+]([O-])c1ccc2c([N+]([O-])=C(c3ccc(cc3)C3=[N+]([O-])c4cc([N+](=O)[O-])c	294.0	4	0	0	0	0	2	0	-2	458.343	0.07	668.641	0	354.384	314.257	0	1198.41	0	8	4e-06	0	0.8160356	43.523	14.069	20.013	13.315	1.133	-4.374	-6.534	-6.007	4.318	-3.105	1.375	-6.752	9.116	3.042	2	-0.128	2	31.99	0	0	186.818	12	1	24	0	24	0	34	1	0
O=[N+]([O-])c1ccc(C=Cc2ccc(cc2)C=Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+]	294.0	4	0	0	0	0	10	0	-2	462.375	3.266	749.411	19.926	359.681	369.804	0	1307.15	0	4	0.0081588	0	0.7714873	43.269	15.655	17.559	8.219	3.819	-6.696	-8.116	-6.993	3.846	-4.068	1.214	-5.886	9.533	2.443	4	0.918	1	46.817	0	0	173.4	12	1	18	0	18	0	34	2	0
O=C1N(CC)c2ccccc2C(O)=C1C=C1C(=O)NN=C1C=1C(=O)N(C)c2ccccc2C=1O	295.0	0	0	0	0	0	5	0	-2	456.457	10.673	606.982	152.483	215.03	239.469	0	1183.432	3	11	0.0962566	0.031389	0.8914252	40.283	13.187	25.54	18.397	0.944	-3.079	-5.569	-4.431	90.526	-1.542	36.876	-4.159	8.933	1.262	2	-0.294	3	67.494	0	0	135.87	9	0	25	0	25	0	34	0	0.0417401
Clc1cc(c(Cl)cc1C(=O)O)C(=O)O	295.0	2	0	0	2	0	2	0	-1	235.023	0.01	381.786	0	190.54	75.574	115.671	609.108	2	4	2e-07	0.0148168	0.9102101	17.66	7.104	11.233	8.916	1.621	-2.214	-2.747	0.27	9.913	-0.806	23.497	-4.573	9.541	1.381	0	-0.818	2	54.266	0	0	93.699	4	0	6	0	6	0	14	1	0.0240693
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=C1c2ccccc2c2ccccc21	295.0	2	0	0	0	0	1	0	-2	419.439	7.309	685.884	61.484	158.75	465.65	0	1227.764	2	7.25	0.0435064	0.0149487	0.808458	46.786	14.497	23.54	15.467	3.284	-5.947	-6.484	-6.852	309.366	-1.116	139.191	-2.709	8.758	1.717	1	0.479	3	90.75	0	0	96.086	6	0	28	0	28	0	32	1	0.0244447
Brc1ccc(NN=C2C(=O)NC(=O)NC2=O)cc1	295.0	0	0	0	0	0	3	0	-1	311.094	3.065	429.974	0	192.05	160.879	77.045	720.515	2	5	0.0130372	0.0164453	0.9039646	22.291	8.543	13.495	10.374	0.844	-2.435	-4.225	-3.853	149.516	-0.995	167.625	-4.204	9.144	1.402	1	-0.411	3	70.808	0	0	130.542	7	0	12	0	12	0	18	0	0.0227296
O=C(N)c1[nH0][nH0](c2[nH0]c[nH0]c(N)c21)c1ccccc1	295.0	0	0	0	0	0	2	0	-2	254.251	5.535	472.789	0	201.645	271.143	0	781.337	4	6	0.0392082	0.0253813	0.8677411	26.42	9.659	18.543	15.4	0.319	-2.64	-2.922	-4.965	121.255	-1.342	50.575	-4.089	8.724	0.683	2	-0.442	3	66.106	0	0	113.709	7	0	15	0	15	0	19	0	0.0471975
O=C1N(c2cc3N(C(=O)Cc3cc2C1)C(=O)C)C(=O)C	295.0	0	0	0	0	0	0	0	-1	272.26	5.601	489.199	261.05	163.061	65.088	0	829.588	0	6	0.0378184	0	0.8728126	27.668	7.545	12.709	8.358	0.726	-2.346	-2.661	-3.9	281.571	-0.864	125.725	-4.295	9.365	0.726	2	-0.579	3	75.037	0	0	108.091	6	0	12	0	12	2	20	0	0
O=C(O)C1NCC2=NC3=CCC=CC3=C2C1	295.5	0	1	0	1	0	1	0	0	216.239	5.103	436.794	157.075	143.21	136.509	0	716.726	2	5	0.036334	0.0161886	0.8867285	23.191	7.311	13.489	10.307	-1.062	-1.974	-1.208	-2.935	27.437	-0.313	14.279	-5.645	9.183	1.414	4	-0.51	2	46.469	0	0	75.719	4	0	13	0	13	4	16	0	0.0327003
O=C1N2c3ccccc3N(C)C2=C(C#N)c2c[nH0]ccc12	296.0	0	0	0	0	0	1	0	0	274.281	6.465	499.396	71.338	120.924	307.134	0	845.478	0	6	0.0494323	0	0.8658745	29.973	9.074	13.808	9.522	1.412	-3.376	-4.134	-5.167	706.602	-0.572	339.88	-2.57	8.282	1.068	2	-0.575	3	86.206	0	0	66.875	5	0	17	0	17	0	21	0	0
ClC(=Cc1ccc(cc1)C=C(Cl)c1ccc(C#N)cc1[N+](=O)[O-])c1ccc(C#N)cc1[N+](=O)[O-]	296.0	2	0	0	0	0	10	0	-2	491.289	7.389	748.057	27.977	285.787	344.754	89.539	1335.223	0	5	0.0408918	0	0.7839099	44.153	15.804	18.961	8.559	4.338	-7.537	-9.266	-6.673	19.31	-2.92	21.477	-4.612	8.52	2.149	2	0.732	1	75.361	0	0	133.524	8	0	18	0	18	0	34	2	0
NCCNc1[nH0]c[nH0]c2[nH0]([nH0]cc21)C	297.0	0	1	0	0	0	4	0	0	192.223	1.87	431.613	184.504	129.936	117.173	0	685.465	3	4.5	0.0051027	0.0180584	0.8710854	19.829	6.862	12.829	10.383	0.188	-0.77	-0.936	-4.903	144.748	-0.421	67.757	-5.18	8.691	0.366	3	-0.537	2	66.716	0	0	79.444	6	0	9	0	9	0	14	0	0.0405479
Cl.NCCC[nH0]1c[nH0]c2c1cc[nH0]c2N	297.0	0	1	0	0	0	5	0	-1	191.235	2.112	420.517	110.678	171.898	137.941	0	677.685	4	4	0.0065832	0.0190242	0.8872931	19.074	7.575	14.016	11.534	-0.106	-0.353	-0.972	-4.74	57.902	-0.795	25.168	-5.784	8.026	-0.054	4	-0.611	2	57.875	0	0	79.886	5	0	9	0	9	0	14	0	0.0418333
Clc1ccc(Nc2[nH0]c(N)[nH0][nH0]c2c2ccccc2)cc1	297.0	1	0	0	0	0	4	0	-1	297.746	1.651	538.594	0	115.899	351.011	71.683	904.446	3	4	0.0030147	0.0128635	0.839767	30.826	11.006	16.987	11.668	2.801	-4.071	-4.572	-5.799	788.554	-0.597	945.19	-2.035	8.525	0.572	0	0.007	3	95.194	0	0	67.39	5	0	18	0	18	0	21	0	0.0232688
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=Cc1c[nH]c2ccccc21	297.0	0	0	0	0	0	3	0	-2	384.393	7.192	642.927	79.146	190.917	372.864	0	1130.76	3	7.25	0.0457377	0.0195316	0.8164259	40.734	13.366	22.852	15.975	2.223	-4.864	-5.495	-6.281	153.261	-1.527	65.147	-3.437	8.152	0.954	1	0.127	3	79.079	0	0	115.737	7	0	24	0	24	0	29	0	0.0326681
O=C1N(c2ccccc2)c2ccccc2C=2Nc3ccccc3N=C(C)C=21	298.0	1	0	0	0	0	0	0	1	351.407	6.771	604.475	75.279	50.32	478.876	0	1081.9	1	4.5	0.0423697	0.0074445	0.8431626	41.717	12.227	18.418	10.671	4.405	-5.658	-5.875	-6.354	3301.513	0.092	1798.943	-0.76	8.392	1.12	2	0.693	3	100	0	0	51.505	4	0	25	0	22	0	27	0	0.0128057
O=[N+]([O-])c1cc(C#N)ccc1C=Cc1cccc(c1)C=Cc1ccc(C#N)cc1[N+](=O)[O-]	298.0	3	0	0	0	0	10	0	-2	422.399	5.741	745.248	19.528	308.738	416.982	0	1288.765	0	5	0.0255747	0	0.7685048	42.984	15.463	18.042	9.168	3.62	-7.094	-7.803	-7.266	11.699	-3.524	4.039	-4.781	9.407	1.902	2	0.597	1	67.256	0	0	135.354	8	0	18	0	18	0	32	2	0
[S+2]([O-])([O-])(Cc1c(C)cc(C)cc1C)Cc1c(C)cc(C)cc1C	298.5	3	0	0	0	0	6	0	0	332.5	3.221	620.468	457.56	30.463	132.444	0	1112.704	2	0.5	0.0093213	0.0011396	0.8369492	35.789	10.154	14.31	4.419	5.706	-6.047	-6.261	-4.802	5093.513	-0.088	2874.433	-1.038	5.851	-0.129	9	1.139	3	100	0	0	31.804	2	1	12	0	12	0	23	2	0.00212657
O=[N+]([O-])c1cc([N+](=O)[O-])cc(c1)C(=O)OCCNc1[nH0]c[nH0]c2[nH0]([nH0]cc21	299.0	2	0	0	0	0	7	1	-2	387.311	4.171	674.149	176.537	300.255	197.357	0	1141.648	1	7.5	0.015238	0.0111251	0.7836051	36.925	12.579	18.32	12.034	1.437	-4.636	-4.988	-5.975	14.079	-3.118	4.934	-5.686	8.856	2.303	3	-0.073	2	42.96	0	0	175.739	13	1	15	0	15	0	28	1	0.0193642
Oc1cccc(c1)C=C(C#N)C1N=C2C=CC=CC2=N1	299.5	0	0	0	0	0	5	0	-2	261.282	5.054	512.768	35.838	141.965	334.965	0	863.253	1	5.25	0.0295871	0.0102385	0.855072	28.382	9.768	14.016	9.73	1.934	-3.993	-4.308	-5.475	446.322	-1.032	206.853	-2.476	9.257	1.635	2	-0.233	3	85.694	0	0	72.282	4	0	15	0	15	1	20	0	0.0200931
Oc1c2ccccc2ccc1c1ccc2ccccc2c1O	300.0	2	0	0	0	0	3	0	0	286.329	1.133	533.235	0	59.363	473.872	0	914.099	2	1.5	0.0014036	0.0039782	0.8542305	33.027	10.895	14.576	8.375	4.249	-4.643	-5.426	-6.151	2709.917	-0.16	1453.196	-0.656	8.521	0.673	2	0.546	3	100	0	0	35.921	2	0	20	0	20	0	22	0	0.00740866
O=[N+]([O-])c1ccc(NN=C2C(=O)NN=C2C=2C(=O)N(C)c3ccccc3C=2O)cc1	300.0	1	0	0	0	0	5	0	-2	406.357	7.05	667.272	72.634	289.722	304.916	0	1163.625	2	9.25	0.0427147	0.0196044	0.8018087	40.116	13.681	22.483	16.307	1.004	-4.361	-5.049	-6.193	17.72	-2.742	6.326	-5.305	9.014	1.814	3	-0.21	2	42.208	0	0	173.88	11	1	21	0	21	0	30	1	0.0321921
Clc1ccc(NN=C2C(=O)NC(=S)NC2=O)cc1	300.0	1	0	0	0	0	3	0	0	282.704	4.406	451.487	0	137.343	161.671	152.474	755.238	2	4.5	0.0257018	0.0140955	0.8883317	23.688	8.927	13.96	9.593	1.877	-3.175	-3.849	-4.11	493.717	-0.403	1578.654	-3.193	9.162	2.032	1	-0.279	3	86.142	0	0	110.046	6	0	12	0	12	0	18	0	0.0225109
Fc1ccc(cc1)C=C1C(=O)NN(c2ccccc2)C1=O	300.0	1	0	0	0	0	2	1	0	282.273	2.693	522.905	17.915	108.311	349.922	46.757	870.63	1	5	0.0083311	0.009562	0.8432661	30.746	9.354	14.573	10.059	2.503	-3.941	-3.996	-5.737	930.647	-0.458	825.555	-2.091	8.833	1.306	0	-0.047	3	94.736	46.757	0	65.635	4	0	17	0	17	0	21	0	0.0177134
Sc1[nH0][nH0]c([nH0]1N=C1c2ccccc2NC1=O)C(F)(F)F	300.0	2	0	0	0	0	3	1	0	313.257	12.15	490.848	0.788	121.925	186.612	181.522	822.673	1.8	5.5	0.1794414	0.0150332	0.8650408	26.625	8.214	17.403	10.455	2.178	-3.722	-4.221	-4.606	691.329	-0.258	3276.769	-2.821	9.457	2.085	1	-0.273	3	90.523	108.779	0	81.885	6	0	14	0	14	0	21	0	0.0235558
ClCN1N=C(OC1=S)c1oc2ccccc2c1	300.0	0	0	0	0	0	0	0	2	266.701	7.325	472.685	48.879	35.592	248.16	140.055	772.951	0	4	0.0694165	0	0.8617095	27.149	8.282	12.2	6.776	2.97	-3.703	-3.721	-4.953	4553.894	0.588	10000	-1.301	9.067	1.461	1	-0.208	3	100	0	0	47.212	4	0	14	0	14	0	17	0	0
[S+2]([O-])([O-])(O)c1c[nH0]ccc1C	300.0	1	0	0	0	0	4	0	-1	175.202	7.081	350.996	66.025	158.869	125.942	0.161	545.7	3	2	0.0918812	0.0098693	0.9200943	14.319	6.065	10.997	7.983	0.468	-0.953	-2.092	-3.426	308.564	-0.928	139.082	-3.62	6.031	0.027	4	-0.629	2	74.24	0	0	76.448	4	0	6	0	6	0	11	0	0.0197719
s1cc[nH0]c1NN=C1C(=O)NN=C1C=1C(=O)N(C)c2ccccc2C=1O	301.0	0	0	0	0	0	4	0	-2	368.369	5.454	614.892	72.639	214.632	274.958	52.663	1052.863	2	9.75	0.0282548	0.0224244	0.813981	36.039	12.225	21.022	16.198	0.848	-3.781	-4.079	-5.853	91.316	-1.708	72.329	-4.123	8.775	1.457	2	-0.5	3	67.001	0	0	142.612	9	0	20	0	20	0	26	0	0.0374314
Nc1[nH0]c2cc3[nH0]c(N)c(cc3cc2cc1c1ccccc1)c1ccccc1	301.0	2	0	0	0	0	4	0	-1	362.433	1.896	653.525	0	124.475	529.049	0	1138.448	4	3	0.003158	0.009181	0.8068236	41.891	14.302	21.687	13.668	4.227	-5.691	-6.518	-7.181	653.886	-0.952	312.557	-1.566	7.854	1.106	1	0.609	3	100	0	0	66.404	4	0	26	0	26	0	28	0	0.0165548
O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1	301.5	1	0	0	0	0	4	0	0	316.359	8.137	604.254	0	77.868	526.386	0	1037.053	2	5	0.0638422	0.0117021	0.8199978	37.807	12.513	19.051	12.255	3.606	-4.765	-4.687	-6.955	1809.17	-0.45	938.977	-0.716	8.607	0.607	2	0.259	3	100	0	0	64.312	4	0	18	0	18	0	24	0	0.0223513
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=NNc1[nH0]ccc[nH0]1	302.0	0	0	0	0	0	4	0	-2	363.335	6.821	624.285	72.632	233.336	318.317	0	1070.967	2	10.25	0.0434421	0.0232197	0.8108979	37.178	12.469	21.793	17.117	0.478	-3.547	-3.86	-6.11	60.698	-2.043	23.939	-4.315	8.774	1.267	3	-0.547	3	61.662	0	0	153.428	10	0	21	0	21	0	27	0	0.0398963
O=C(NN=Cc1ccc(OCCCC)cc1)C(=O)NN=Cc1ccc(OCCCC)cc1	302.0	3	0	0	0	0	15	2	-2	438.525	0.007	920.548	453.753	144.442	322.353	0	1549.908	0.5	5	0	0.0038407	0.703595	49.32	16.902	19.194	7.458	6.37	-8.785	-6.881	-7.865	422.819	-2.286	195.105	-1.606	8.786	0.595	2	1.217	1	100	0	0	115.624	8	1	12	0	12	0	32	1	0.00806237
[nH0]1cc([nH0]c2ccccc12)c1cc(cc(c1)c1[nH0]c2ccccc2[nH0]c1)c1[nH0]c2ccccc2[n	302.0	6	0	0	0	0	3	0	-1	468.56	0.787	805.298	0	104.233	701.065	0	1423.75	6	3	0.0004346	0.0091252	0.7600304	55.593	18.743	29.429	18.216	5.828	-7.921	-8.938	-8.758	1017.332	-0.82	503.984	-0.683	6.98	0.435	13	1.108	1	88.978	0	0	74.651	6	2	36	0	36	0	36	2	0.0156832
Oc1[nH0]c(N)[nH0]c(CC)c1C	303.20001	0	0	0	0	0	3	0	-1	153.183	1.931	361.277	186.087	145.98	29.211	0	563.542	3	2.5	0.0066199	0.0119856	0.9132894	14.752	5.416	10.049	7.975	0.421	-1.35	-1.601	-3.074	408.858	-0.784	188.151	-3.819	8.602	-0.17	3	-0.577	3	76.154	0	0	71.168	4	0	6	0	6	0	11	0	0.0282676
Fc1ccc(cc1)C1=C(C#N)C(=O)N(N)C(N)=C1C#N	304.0	1	0	0	0	0	5	1	-2	269.237	11.368	474.523	0	266.06	161.688	46.774	797.452	4	6.5	0.1620461	0.0273959	0.8764173	24.094	9.257	19.983	14.945	-0.126	-3.328	-3.856	-4.303	29.707	-1.932	19.949	-5.373	9.028	1.34	0	-0.569	2	52.57	46.774	0	129.22	6	0	12	0	12	0	20	0	0.0482845
[I-].[I-].[N+]1CCCc2cc3CCC[N+]c3cc12	305.0	1	0	0	0	0	0	0	1	188.272	2.325	412.886	296.688	41.137	75.061	0	687.258	2	2	0.0078652	0.0068504	0.9121808	22.067	6.061	10.568	6.402	2.312	-2.876	-2.55	-3.311	4034.591	0.234	2234.331	-2.013	7.643	-0.835	5	0.006	3	100	0	0	28.448	2	0	14	0	14	6	14	0	0.0150231
S=C1NC(=O)C(=NNc2ccc(C)cc2)C(=O)N1	305.0	1	0	0	0	0	3	0	0	262.286	6.942	458.822	87.826	137.347	152.855	80.795	769.869	2	4.5	0.0625949	0.0138702	0.8853837	24.19	8.487	14.266	9.525	1.678	-3.003	-3.458	-4.116	493.672	-0.587	639.129	-3.224	9.06	1.918	2	-0.246	3	84.98	0	0	110.048	6	0	12	0	12	0	18	0	0.0242634
[Cl+3]([O-])([O-])([O-])[O-].[P+]([O-])(c1ccccc1)(c1ccccc1)c1cc([nH0+](C)c(	305.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clc1ccc(c(Cl)c1)C1Nc2[nH0]c([nH0][nH0]2C(N)=C1C#N)C(F)(F)F	306.0	1	0	0	0	0	2	0	-1	375.14	2.019	542.138	14.849	161.875	119.243	246.171	929.116	3	5	0.0043858	0.0159743	0.8493789	30.884	9.442	18.388	11.9	2.689	-6.012	-6.503	-4.538	288.959	-0.449	2884.694	-3.891	9.272	1.375	1	0.031	3	86.734	130.591	0	90.998	6	0	15	0	15	1	24	1	0.0230854
OCC[nH0]1[nH0]cc2c1[nH0]c(O)[nH0]c2N	307.5	0	0	0	0	0	5	0	-2	195.18	6.309	395.798	89.208	228.665	77.925	0	626.223	4	5.2	0.0635544	0.026276	0.8943572	16.441	7.066	14.719	12.634	-0.677	-1.201	-1.829	-3.613	67.215	-1.644	26.729	-4.979	8.796	0.279	2	-0.767	2	55.689	0	0	112.7	7	0	9	0	9	0	14	0	0.0532841
BrC(C1C(=O)N(N=C1C)c1ccccc1)C1(Br)C(=O)N(N=C1C)c1ccccc1	307.5	0	0	0	0	0	2	2	1	518.207	4.859	642.078	147.375	49.582	370.971	74.149	1175.009	0	7	0.0200894	0	0.8386959	43.128	12.623	18.639	10.605	3.926	-4.717	-8.02	-5.911	3355.138	0.155	4664.126	-0.934	8.754	1.614	3	0.072	3	100	0	0	64.627	6	1	22	0	22	2	29	0	0
S(Sc1ccc(cc1[N+](=O)[O-])C(=O)O)c1ccc(cc1[N+](=O)[O-])C(=O)O	308.0	3	0	0	2	0	7	1	-2	396.346	6.228	573.95	0	385.087	147.409	41.453	997.122	2	7	0.0389032	0.017248	0.8409882	30.664	11.951	18.368	13.017	1.254	-3.39	-5.163	-1.193	0.142	-3.387	0.093	-7.425	10.054	2.898	2	-0.601	1	19.095	0	0	185.932	10	0	12	0	12	0	26	1	0.0249769
O=C1CCC2C3C(CCC12C)C1(C)CCC(O)(C#C)CC1CC13OCCO1	308.0	1	0	0	0	0	2	1	0	372.503	5.887	578.363	452.171	88.207	37.985	0	1104.715	1.5	4.25	0.0313677	0.0089998	0.8935756	37.135	9.848	16.84	7.911	3.816	-4.924	-5.139	-3.435	1443.562	-0.294	735.666	-2.819	10.144	-1.041	2	0.716	3	100	0	0	61.738	4	0	21	0	21	18	27	0	0.0139734
BrC(C1C(=O)N(N=C1c1ccc([N+](=O)[O-])cc1)c1ccccc1)C1(Br)C(=O)N(N=C1c1ccc([N+	309.0	2	0	0	0	0	4	2	-1	732.344	7.814	641.207	16.294	172.823	349.947	102.144	1363.464	0	9	0.0447792	0	0.9273906	49.185	15.299	23.238	12.836	3.411	-3.45	-12.359	-4.376	227.522	-0.767	362.169	-3.088	8.862	2.393	3	-0.001	3	63.185	0	0	125.69	12	2	34	0	34	2	45	0	0
O=C1NC(=O)C(=NNc2ccccc2)C(=O)N1	309.5	0	0	0	0	0	3	0	-2	232.198	4.092	401.066	0	191.925	209.141	0	667.845	2	5	0.0250682	0.0176307	0.9212971	20.644	7.952	12.808	10.605	0.49	-1.824	-2.739	-3.803	149.925	-1.125	63.616	-4.032	9.031	1.233	2	-0.513	3	68.757	0	0	130.481	7	0	12	0	12	0	17	0	0.0304528
Brc1ccc2CC(=NNc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2c1OC	309.5	1	0	0	0	0	6	1	-2	407.18	9.671	606.376	125.18	210.702	204.969	65.525	1047.702	1	4.75	0.0892689	0.0078334	0.8227124	33.88	11.527	16.845	8.849	2.896	-4.911	-6.132	-5.378	99.499	-1.713	93.338	-4.105	9.386	1.716	5	0.289	3	79.661	0	0	128.337	9	0	14	4	10	1	25	0	0.0116656
