__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_acid	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nB	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sNH3	moe2D_kS_sOH	moe2D_kS_sPH2	moe2D_kS_sSH	moe2D_kS_sSiH3	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssNH2	moe2D_kS_ssO	moe2D_kS_ssPH	moe2D_kS_ssS	moe2D_kS_ssSiH2	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_sssNH	moe2D_kS_sssP	moe2D_kS_sssSiH	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_ssssSi	moe2D_kS_sssssP	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_nmol	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_acid	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
44	6.47	15.87	3.283	0.408	1.791	2.709	-2.787	-0.5872	0.6284	2.725	-2.836	-0.4969	0.7082	2.763	-2.522	-0.45	0.7595	2.991	0	-0.8521	-0.3826	0.0667	2.883	-1.37	-0.3762	0.1486	2.888	-0.5298	-0.2028	0.1748	3.151	27.05	12.03	6.865	21.63	9.554	5.425	6.079	2.818	-2.818	0.1092	0.1361	133.9	54.42	11.19	32.56	12.95	0	4.185	52.82	92.28	0	2.53	37.7	25.76	6.651	0.8131	0.4663	0.1502	0.1869	0.5337	0.0367	379.7	217.7	70.11	87.25	249.2	17.13	7.266	-7.266	0.1991	0.1257	0.6197	0.4055	0.1556	0.3803	0.5945	0.2248	289.3	189.3	72.64	177.6	277.6	105	13.2	72.03	19.91	54.04	10.35	37.61	232.6	44.47	39.97	2.667	49.3	75.67	34.48	36.88	10.78	20.42	0	212.4	37.74	33.33	129.2	0.3432	6.209	3.539	9.928	479.6	103.2	1.639	5	0	16	0	63	3	34	23	0	0	25	0	0	29	0	5	3	0	1	74.14	8	0.2162	17	66	2	37	8	0.2162	47	0	1.481	42.44	24.29	16.8	19.89	14.96	16.24	10.4	12.81	8.215	7.708	5.401	2.99	0.8261	1.283	0.5732	12.32	5.207	6.63	3.198	0.2041	0	9.997	3.269	4.616	1.528	0.02552	0	6.084	1.334	2.354	0.8309	1	0	0.7568	13	0	17.03	4.261	0	0	0	1.057	1.278	0	0	7.696	40.49	0	0	0	-4.054	0	0	-0.3388	0	0	0	2.156	0	0	0	5.623	0	0	0	0	0	3.114	2.663	0	0	0	0	0	-0.465	1.739	0	0	0	0	0	0	0	0	0	0	8	4	1	0	3.278	-5.43	13.34	1	24	1	4	8	1	0.4615	0.8571	7	0	4	466.9	633.7	51.27	0	0	25.82	306.4	34.25	94.83	3365	56	180
45	6.47	13.5	2.592	0.408	1.399	2.209	-2.754	-0.5995	0.6588	2.692	-2.823	-0.5032	0.7205	2.73	-2.485	-0.4559	0.8106	2.963	0	-0.8518	-0.3759	0.07129	2.812	-1.37	-0.3746	0.1525	2.81	-0.5249	-0.2009	0.182	3.079	24.64	11.23	6.998	20.31	9.189	5.699	6.22	2.516	-2.516	0.1121	0.1524	131.5	45.89	11.19	25.86	12.95	4.185	0	94.73	36.76	0	2.53	32.02	25.76	6.651	0.8103	0.4616	0.1498	0.1897	0.5384	0.03985	348.4	198.5	64.43	81.57	231.5	17.13	6.64	-6.64	0.2179	0.1376	0.6158	0.4037	0.1557	0.3842	0.5963	0.2285	264.8	173.6	66.96	165.2	256.4	98.25	11.69	72.03	3.124	49.63	13.54	32.9	216.6	44.47	39.97	2.181	49.3	58.88	34.48	36.88	9.557	20.42	0	172.8	56.61	33.33	116.3	0.3701	6	3.47	9.56	428.6	94.29	1.626	4	0	12	0	58	3	30	20	0	0	22	0	0	28	0	4	3	0	1	67.1	8	0.25	12	60	2	32	8	0.25	46	0	1.681	40.02	21.73	14.94	17.91	13.44	14.26	9.326	11.56	7.443	6.873	4.747	2.713	0.6595	1.036	0.3679	10.45	4.52	5.644	2.65	0.2041	0	7.993	3.009	3.886	1.463	0.02552	0	5.313	1.002	1.815	0.4772	1	0	0.7508	13	0	13.53	0	0	0	0	0	2.362	0	0	7.624	39.16	0	0	0	-3.871	0	0	-0.2967	0	0	0	1.883	0	0	0	5.577	0	0	0	0	0	4.363	2.619	0	0	0	0	0	-0.9337	1.737	0	0	0	0	0	0	0	0	0	0	7	4	1	0	3.018	-4.8	11.89	1	19	1	3	8	0	0.4615	0.8571	7	0	3	430	570.8	45.58	0	0	25.82	277.2	34.25	89.14	2458	46	154
46	6.46	13	2.592	0.408	1.399	2.209	-2.583	-0.5994	0.6588	2.692	-2.778	-0.503	0.7234	2.686	-2.294	-0.4559	0.8106	2.965	0	-0.8597	-0.3759	0.07129	2.77	-1.37	-0.3958	0.1525	2.763	-0.5262	-0.2009	0.182	3.042	23.66	10.54	6.491	19.36	8.564	5.243	5.718	2.463	-2.463	0.1145	0.1557	122.9	45.89	11.19	25.86	12.95	4.185	0	86.03	36.76	0	2.53	32.02	25.76	6.651	0.8024	0.4597	0.1561	0.1976	0.5403	0.04151	331.2	189.8	64.43	81.57	223	17.13	6.64	-6.64	0.2179	0.1376	0.5997	0.4206	0.1622	0.4003	0.5794	0.238	247.5	173.6	66.96	165.2	239.2	98.25	11.23	72.03	3.124	49.63	13.54	32.9	197.8	44.47	39.97	1.791	49.3	58.88	34.48	36.88	9.557	20.42	0	172.8	37.74	33.33	116.4	0.3797	5.954	3.449	9.458	414.5	90.77	1.65	4	0	12	0	55	3	29	19	0	0	21	0	0	26	0	4	3	0	1	64	8	0.2581	12	57	2	31	8	0.2581	43	0	1.67	37.84	21.02	14.23	17.21	12.73	13.76	8.826	11.06	6.943	6.52	4.393	2.713	0.6595	1.036	0.3679	10.2	4.27	5.394	2.4	0.2041	0	7.239	2.833	3.262	1.286	0.02552	0	5.313	1.002	1.815	0.4772	1	0	0.7587	13	0	13.49	0	0	0	0	0	2.354	0	0	7.6	38.87	0	0	0	-3.862	0	0	-0.3047	0	0	0	1.88	0	0	0	5.559	0	0	0	0	0	3.289	2.599	0	0	0	0	0	-0.9291	1.706	0	0	0	0	0	0	0	0	0	0	7	4	1	0	2.576	-4.598	11.42	1	18	1	3	7	0	0.4615	0.8571	7	0	3	412.8	546.3	45.58	0	0	25.82	261.4	34.25	89.14	2245	43	150
47	6.38	17.18	3.556	0.408	1.838	2.928	-2.78	-0.5992	0.648	2.755	-2.858	-0.5014	0.6867	2.762	-2.522	-0.4557	0.7895	3.011	0	-0.8448	-0.4046	0.07129	2.972	-1.37	-0.3624	0.1409	2.967	-0.5247	-0.2009	0.1815	3.234	30.95	13.78	7.651	24.81	10.98	6.069	7.166	3.221	-3.221	0.08838	0.1191	103.9	92.27	14.34	25.86	12.95	18.89	0	84.69	85.78	0	2.53	32.02	39.33	9.155	0.7847	0.4859	0.1543	0.2153	0.5141	0.06104	409.4	253.5	80.5	112.3	268.2	31.84	7.946	-7.946	0.1821	0.115	0.6149	0.4298	0.1592	0.3851	0.5702	0.2259	320.8	224.2	83.03	200.9	297.5	117.9	14.52	106.9	3.124	49.63	18.32	38.04	269.5	15.33	75.35	2.956	49.3	66.63	77.31	0	6.371	55.8	0	230.9	56.61	33.33	142.6	0.3146	6.358	3.62	10.26	536.7	114.8	1.64	5	0	16	0	70	3	38	25	0	0	28	0	0	32	0	4	5	0	1	81.93	9	0.2195	17	73	3	41	10	0.2439	53	0	1.534	47.27	27.45	18.96	22.2	16.91	18.1	11.63	13.93	9.12	8.745	5.925	3.31	0.7041	1.32	0.3679	13.91	6.434	7.31	3.7	0.2041	0	11.16	4.818	5.287	2.31	0.02552	0	7.229	1.515	2.668	0.6632	3	0	0.7629	14	0	18.96	0	0	0	0	1.644	1.115	0	0	7.743	53.7	0	0	0	-4.123	0	0	-1.174	0	0	0	3.121	0	0	0	5.644	0	0	0	0	0	1.874	2.611	0	4.961	0	0	0	-2.287	1.456	0	0	0	0	0	0	0	0	0	0	9	4	1	1	4.331	-6.939	14.72	1	24	0	4	9	2	0.5	1	7	0	4	521.7	703.5	59.15	0	0	25.82	335.3	51.46	102.7	4469	65	200
48	6.3	15.58	3.458	0.574	2.004	2.738	-2.725	-0.6132	0.66	2.656	-2.912	-0.5404	0.7052	2.504	-2.439	-0.4738	0.7896	2.94	0	-0.8499	-0.4008	0.08439	2.818	-1.37	-0.4151	0.1543	2.806	-0.5116	-0.2113	0.1865	3.097	26.07	11.82	6.817	20.79	9.357	5.365	5.895	2.818	-2.818	0.1003	0.1361	107.2	88	19.81	25.86	12.95	4.185	0	39.84	85.78	0	2.53	32.02	25.76	6.788	0.8187	0.4276	0.1433	0.1813	0.5724	0.03802	369	192.7	64.57	81.7	258	17.13	7.846	-7.846	0.1844	0.1164	0.5555	0.4621	0.1489	0.4445	0.5379	0.2957	250.4	208.3	67.1	200.4	242.4	133.3	12.87	72.03	3.124	67.64	10.35	38.04	212.9	81.35	6.641	1.445	67.31	58.88	34.48	73.76	6.371	20.42	0	230.9	0	0	128.4	0.3513	6.17	3.59	9.832	465.6	99.63	1.66	5	0	16	0	60	4	33	22	0	0	24	0	0	27	0	5	3	0	1	71.05	8	0.2222	17	63	2	36	8	0.2222	44	0	1.435	39.59	23.42	15.93	18.94	13.96	15.83	9.899	12.26	7.437	7.17	4.382	2.758	0.7041	1.036	0.3679	11.97	5.57	6.101	2.859	0.2041	0	9.535	4.378	4.282	1.886	0.02552	0	5.807	1.515	1.993	0.6632	1	0	0.763	14	0	19.4	0	0	0	0	1.741	1.354	0	0	7.666	39.93	0	0	0	-3.961	0	0	-0.354	0	0	0	0	0	0	0	5.603	0	0	0	0	0	2.503	5.843	0	0	0	0	0	-0.9845	1.679	0	0	0	0	0	0	0	0	0	0	8	5	1	0	2.262	-5.365	12.89	1	24	1	4	8	1	0.5	1	7	0	4	450.7	610.2	45.58	0	0	25.82	290.6	34.25	94.83	3182	53	174
49	6.29	17.68	3.556	0.408	1.838	2.928	-2.75	-0.5328	0.5922	2.734	-2.842	-0.4989	0.6894	2.715	-2.496	-0.3998	0.7266	2.985	0	-0.8496	-0.3966	0.06104	2.936	-1.37	-0.3727	0.141	2.931	-0.5272	-0.2009	0.1611	3.198	31.93	14.45	8.755	25.75	11.59	6.99	7.65	3.233	-3.233	0.08743	0.1186	127.7	80.11	11.19	25.86	12.95	18.89	0	94.73	85.78	0	2.53	32.02	39.33	9.155	0.7921	0.4878	0.149	0.2079	0.5122	0.05894	427.9	263.6	80.5	112.3	276.7	31.84	7.946	-7.946	0.1821	0.115	0.6282	0.415	0.1537	0.3718	0.585	0.2182	339.4	224.2	83.03	200.9	316.1	117.9	14.98	106.9	3.124	54.04	16.82	38.04	250.7	52.21	73.29	3.204	49.3	66.63	75.82	36.88	10.78	20.42	0	230.9	37.74	66.65	142.6	0.3082	6.392	3.771	10.32	550.7	118.4	1.622	5	0	16	0	73	3	39	26	0	0	29	0	0	34	0	4	5	0	1	85.02	10	0.2381	17	76	3	42	11	0.2619	56	0	1.463	49.46	28.16	19.66	22.91	17.62	18.53	12.2	14.45	9.697	9.15	6.298	3.569	0.8708	1.464	0.5122	13.73	6.145	7.09	3.411	0.2041	0	11.07	4.64	5.095	2.132	0.02552	0	6.989	1.633	2.477	0.7653	2	0	0.7565	16	0	19.07	0	0	0	0	1.665	1.175	0	0	7.74	53.41	0	0	0	-4.083	0	0	-0.9041	0	0	0	3.548	0	0	0	5.644	0	0	0	0	0	1.819	2.625	0	5.363	0	0	0	-1.869	1.54	0	0	0	0	0	0	0	0	0	0	9	4	1	1	4.054	-6.821	15.17	1	24	0	4	10	2	0.5	1	8	0	4	540.3	727.9	59.15	0	0	25.82	351.1	51.46	102.7	5056	63	204
50	6.24	16.87	3.417	0.996	1.807	2.917	-2.747	-0.5995	0.6588	2.73	-2.836	-0.5035	0.7226	2.707	-2.492	-0.4559	0.8106	2.982	0	-0.8514	-0.4094	0.0713	2.878	-1.37	-0.416	0.1525	2.876	-0.5205	-0.2167	0.182	3.146	28.99	12.9	7.568	22.95	10.14	5.917	6.462	3.15	-3.15	0.08972	0.1217	102.1	70.94	11.19	25.86	23.27	18.89	0	57.24	85.78	0	2.53	32.02	39.33	14.42	0.7355	0.4783	0.1773	0.2645	0.5217	0.08719	355.7	231.3	85.77	127.9	252.3	42.17	8.166	-8.166	0.1772	0.1119	0.5625	0.4745	0.1826	0.4375	0.5255	0.2549	272	229.5	88.3	211.6	254.1	123.3	13.62	95.9	3.124	79.42	10.35	38.04	250.7	52.21	6.641	2.337	49.3	66.63	58.35	62.26	10.78	20.42	0	230.9	37.74	0	153.6	0.3282	6.285	3.702	10.08	508.6	107.6	1.681	6	0	16	0	64	5	36	23	0	0	26	0	0	28	0	4	5	0	1	75.74	9	0.2308	17	67	3	39	9	0.2308	47	0	1.438	40.98	25.87	17.09	20.37	15.04	17.14	11.05	13.08	8.542	8.508	5.656	3.258	0.8708	1.233	0.5122	13.08	6.312	6.828	3.556	0.2041	0	10.21	4.522	4.744	2.03	0.02552	0	6.847	1.751	2.395	0.8674	1	0	0.7795	15	0	18.93	0	0	0	0	1.652	1.155	0	0	7.678	51.55	0	0	0	-4.064	0	0	-1.444	0	0	0	0	0	0	0	5.599	0	9.269	0	0	0	1.136	2.582	0	0	0	0	0	-1.64	1.516	0	0	0	0	0	0	0	0	0	0	9	5	1	1	2.987	-5.754	13.76	1	24	0	4	9	2	0.4667	0.875	8	0	4	483.6	652.5	45.58	0	0	25.82	283.8	48.95	116.3	4089	59	190
51	6.2	19.5	4.195	0.408	1.868	3.393	-2.582	-0.6324	0.6554	2.735	-2.785	-0.5259	0.7338	2.692	-2.299	-0.4836	0.8067	2.989	0	-0.8448	-0.4045	0.07673	2.915	-1.37	-0.3624	0.1487	2.914	-0.5249	-0.211	0.1894	3.184	33.37	15.53	8.844	25.73	11.89	6.742	7.285	3.44	-3.44	0.08292	0.1115	76.15	120	14.34	25.86	12.95	18.89	0	59.45	147.1	0	2.53	32.02	39.33	9.155	0.7986	0.5191	0.1443	0.2014	0.4809	0.05709	445.4	289.5	80.5	112.3	268.2	31.84	8.84	-8.84	0.1637	0.1034	0.6398	0.5159	0.1489	0.3602	0.4841	0.2113	356.8	287.7	83.03	200.9	270	117.9	16.04	106.9	3.124	49.63	17.52	38.04	359.8	33.77	6.641	4.014	49.3	66.63	73.33	18.44	9.557	20.42	0	319.1	37.74	20.93	142.7	0.2955	6.524	3.9	10.53	584.7	119.9	1.62	5	0	22	0	74	3	42	29	0	0	32	0	0	32	0	4	5	0	1	88.97	11	0.2391	23	78	3	46	12	0.2609	52	0	1.265	47.27	29.69	21.2	23.72	18.43	20.21	13.87	15.15	10.4	10.55	6.714	3.303	0.9082	1.272	0.4857	15.37	7.666	7.704	4.05	0.2041	0	11.93	5.683	5.112	2.466	0.02552	0	7.175	1.804	2.505	0.7993	2	0	0.7597	18	0	28.21	0	0	0	0	1.636	1.925	0	0	7.773	54.31	0	0	0	-4.137	0	0	-1.191	0	0	0	0	0	0	0	5.663	0	0	0	0	0	1.374	2.609	0	5.535	0	0	0	-2.038	1.412	0	0	0	0	0	0	0	0	0	0	9	4	1	1	5.215	-8.178	16.31	1	29	0	5	10	3	0.5	1	9	0	5	557.7	769.6	59.15	0	0	25.82	371.3	51.46	102.7	6268	67	222
52	6.18	16.36	3.571	0.408	1.82	2.967	-2.582	-0.5992	0.6501	2.734	-2.785	-0.5015	0.6909	2.69	-2.299	-0.4557	0.7996	2.989	0	-0.8448	-0.4094	0.07129	2.87	-1.37	-0.3952	0.141	2.861	-0.5249	-0.2009	0.182	3.141	28.99	12.9	7.159	22.95	10.14	5.597	6.462	3.13	-3.13	0.09097	0.1226	101.1	88	14.34	25.86	12.95	18.89	0	57.24	85.78	0	2.53	32.02	39.33	9.155	0.7694	0.464	0.1652	0.2306	0.536	0.06535	374.9	226.1	80.5	112.3	261.2	31.84	7.946	-7.946	0.1821	0.115	0.5671	0.4602	0.1704	0.4329	0.5398	0.2625	276.3	224.2	83.03	210.9	263	127.9	13.6	106.9	3.124	49.63	14.34	38.04	250.7	33.77	42.02	2.177	49.3	66.63	73.33	18.44	6.371	55.8	0	230.9	37.74	0	142.7	0.3282	6.285	3.622	10.09	508.6	107.6	1.681	5	0	16	0	64	3	36	23	0	0	26	0	0	28	0	4	5	0	1	75.74	9	0.2308	17	67	3	39	10	0.2564	47	0	1.486	42.9	25.87	17.38	20.62	15.33	17.19	10.64	13	8.134	8.048	5.228	3.099	0.7041	1.155	0.3679	13.25	5.941	6.681	3.207	0.2041	0	10.05	4.496	4.423	1.988	0.02552	0	6.811	1.515	2.335	0.6632	2	0	0.7769	14	0	18.89	0	0	0	0	1.644	1.114	0	0	7.692	52.74	0	0	0	-4.096	0	0	-1.183	0	0	0	1.26	0	0	0	5.608	0	0	0	0	0	1.384	2.57	0	4.857	0	0	0	-1.951	1.383	0	0	0	0	0	0	0	0	0	0	9	4	1	1	3.427	-6.41	13.8	1	23	0	4	8	2	0.5	1	7	0	4	487.2	654.6	59.15	0	0	25.82	303.7	51.46	102.7	3955	59	190
53	6.16	22.13	4.827	0.408	1.912	3.795	-2.653	-0.6158	0.663	2.661	-2.802	-0.5139	0.7133	2.604	-2.379	-0.4704	0.8217	2.935	0	-0.8448	-0.4005	0.07401	2.988	-1.37	-0.3276	0.1448	3.005	-0.5021	-0.206	0.1857	3.264	36.78	17.01	9.465	27.64	12.7	7.032	7.466	3.684	-3.684	0.07753	0.1041	67.79	145.6	14.34	25.86	12.95	18.89	0	46.46	196.1	0	2.53	32.02	39.33	9.155	0.8161	0.5328	0.1318	0.1839	0.4672	0.05212	498.7	325.6	80.5	112.3	285.4	31.84	9.727	-9.727	0.1488	0.09394	0.6712	0.5583	0.1359	0.3288	0.4417	0.1929	410.1	341.1	83.03	200.9	269.9	117.9	18.04	106.9	3.124	49.63	23.89	38.04	430	15.33	6.641	5.243	49.3	66.63	73.33	0	15.93	39.29	0	389.7	0	39.37	142.7	0.2739	6.7	3.876	10.87	646.8	128.2	1.583	5	0	28	0	81	3	47	34	0	0	37	0	0	34	0	4	5	0	1	99.1	11	0.2115	29	86	3	52	12	0.2308	54	0	1.205	49.46	32.97	24.48	26.32	21.03	22.67	16.33	16.68	11.93	12.95	8.044	3.637	1.242	1.477	0.6898	17.51	9.8	8.7	5.142	0.2041	0	14.24	7.334	6.167	3.231	0.02552	0	8.039	2.607	2.952	1.238	2	0	0.7519	18	0	35.79	0	0	0	0	1.616	3.636	0	0	7.866	55.97	0	0	0	-4.206	0	0	-1.3	0	0	0	0	0	0	0	5.726	0	0	0	0	0	0.3132	2.654	0	5.705	0	0	0	-2.263	1.415	0	0	0	0	0	0	0	0	0	0	9	4	0	2	6.377	-9.577	18.33	1	35	0	6	10	4	0.5	1	9	0	6	611	860.1	59.15	0	0	25.82	423.2	51.46	102.7	8050	79	252
54	6.05	21.47	3.438	0.408	1.85	2.862	-2.749	-0.5077	0.5613	2.732	-2.841	-0.4547	0.5794	2.716	-2.494	-0.378	0.6982	2.986	0	-0.8496	-0.3849	0.04877	3.15	-1.37	-0.2977	0.07474	3.185	-0.5226	-0.1939	0.1576	3.405	40.77	18.66	11.25	33.7	15.36	9.233	10.79	3.703	-3.703	0.078	0.1036	179.5	86.58	11.19	25.86	12.95	18.89	0	69.49	210.5	0	2.53	32.02	39.33	9.155	0.839	0.5201	0.1153	0.161	0.4799	0.04562	585.6	363.1	80.5	112.3	334.9	31.84	8.52	-8.52	0.1698	0.1072	0.6978	0.3339	0.119	0.3022	0.6661	0.1833	487	233.1	83.03	210.9	464.9	127.9	18.97	106.9	3.124	54.04	36.33	32.9	271.6	52.21	206.6	6.479	49.3	66.63	69.35	36.88	23.52	20.42	13.23	225.7	37.74	220.9	142.6	0.2615	6.672	3.995	10.92	674.9	147	1.5	5	0	18	0	98	3	48	35	0	0	38	0	0	50	0	4	5	0	1	111.5	14	0.2745	18	101	3	51	15	0.2941	80	0	1.537	66.95	35.17	26.68	29.77	24.48	22.67	16.25	18.29	13.48	13.65	10.22	4.422	2.18	2.283	1.592	16.62	8.892	9.313	5.504	0.2041	0	13.22	5.992	6.635	3.136	0.02552	0	8.895	3.713	4.023	2.267	2	0	0.7166	19	0	20.29	0	0	0	0	0	4.71	0	0	7.889	56.45	0	0	0	-4.209	0	0	-0.9158	0	0	0	12.07	0	0	0	5.749	0	0	0	0	0	1.871	2.814	0	5.603	0	0	0	-1.647	1.578	0	0	0	0	0	0	0	0	0	0	9	4	0	2	7.279	-9.943	19.25	1	25	0	4	14	4	0.4737	0.9	10	0	4	698	941.9	59.15	0	0	25.82	493.4	51.46	102.7	8755	80	248
