__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dssC	moe2D_kS_dsssP	moe2D_kS_sCH3	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
mol_04	8.43	10.72	2.271	0.529	1.3	2.513	-2.543	-0.5549	0.6062	2.645	-2.669	-0.4955	0.6935	2.596	-2.285	-0.4065	0.7505	2.92	-0.8091	-0.4141	0.06924	2.585	-1.006	-0.3735	0.1368	2.606	-0.5118	-0.1992	0.1781	2.862	14.41	5.97	2.805	12.32	5.055	2.358	3.461	1.631	-1.631	0.1736	0.2021	60.2	21.33	10.93	0	23.27	14.71	0	14.46	55.51	0	26.36	0	27.13	7.768	0.7215	0.5015	0.1334	0.2785	0.4985	0.1451	188.8	131.2	34.9	72.88	130.4	37.98	3.421	-3.421	0.1927	0.19	0.5679	0.4299	0.2341	0.4321	0.5701	0.198	148.6	112.5	61.26	113.1	149.2	51.81	7.207	47.72	0	32.92	7.168	2.757	89.44	30.24	79.43	1.595	3.124	13	51.71	42.62	7.596	18.87	0	70.57	46.11	36.08	96.41	0.5215	5.248	2.739	8.085	265.3	55	1.667	3	6	33	2	18	11	13	15	0	1	3	0	1	39.29	4	0.2105	6	34	2	19	4	0.2105	26	2.168	22.57	13.28	8.707	10.93	7.878	8.558	5.119	6.438	4.152	3.729	2.697	1.311	0.4024	0.632	0.3062	6.537	1.968	3.742	1.095	0	0	4.793	1.411	2.145	0.6675	0	0	3.429	0.3319	1.494	0.1768	2	0.7895	8	7.327	0	0	0	1.619	23.55	0	-1.145	0	1.759	0	0	9.246	4.104	0.7782	0	0	0	-1.085	1.401	0	4	1	1	0	1.709	-2.733	7.178	10	1	2	3	0	0.5	1	4	1	2	261.7	336.1	13.57	0	144.1	59.04	40.7	555	29	92
mol_05	8.22	12.91	3.105	1.072	2.1	3.695	-2.504	-0.6254	0.6499	2.679	-2.644	-0.6011	0.6671	2.694	-2.239	-0.4385	0.8058	2.976	-0.8122	-0.4349	0.1068	2.58	-0.9688	-0.3929	0.1448	2.642	-0.4989	-0.217	0.2551	2.867	16.37	7.32	3.621	15.42	6.874	3.392	5.301	2.051	-2.051	0.1381	0.1753	47.18	34.05	16.05	0	33.6	14.71	0	22.93	36.76	19.76	26.36	0	27.13	15.54	0.6906	0.5049	0.1451	0.3094	0.4951	0.1643	203.1	148.5	42.67	90.98	145.6	48.31	4.596	-4.596	0.1466	0.1436	0.4331	0.4761	0.3019	0.5669	0.5239	0.265	127.4	140	88.79	166.7	154.1	77.93	8.016	47.72	28.51	25.39	14.76	0	89.44	47.47	78.33	1.835	25.39	16.13	51.71	59.85	3.186	0	0	70.57	67.32	37.46	116.6	0.4846	5.392	2.919	8.388	313.4	62.82	1.795	4	6	35	3	20	12	13	15	0	1	4	0	2	42.99	5	0.2381	6	36	2	21	5	0.2381	28	2.135	24.85	14.7	8.414	12.31	7.585	9.558	4.633	7.784	3.667	2.708	1.772	1.324	0.1361	0.5891	0.08333	6.807	1.461	4.631	0.7331	0	0	5.452	0.9742	3.309	0.4072	0	0	3.269	0.1925	1.608	0.09623	2	0.854	9	6.682	0	0	0	0.6328	23.47	0	-1.284	0	0	0	0	19.16	4.02	0.8512	0	0	1.348	-1.332	1.346	0	5	2	1	0	1.657	-2.951	8.039	11	1	2	5	0	0.4444	0.8	5	1	2	294.1	367	13.57	0	160.4	59.04	54.27	762	31	100
mol_06	6.34	10.51	1.471	1.462	1.822	2.152	-2.474	-0.575	0.5434	2.691	-2.587	-0.5403	0.5584	2.689	-2.232	-0.3514	0.6991	2.94	-0.8058	-0.4885	0.09679	2.58	-0.959	-0.404	0.1072	2.582	-0.5186	-0.2452	0.2276	2.824	15.39	6.185	3.191	12.08	4.785	2.441	3.043	2.172	-2.172	0.1302	0.1649	45.03	23.69	3.146	0	30.97	42.37	0	38.36	0	0	0	0	40.7	23.3	0.4452	0.4135	0.2585	0.5548	0.5865	0.2962	110.2	102.4	64	137.3	145.2	73.34	4.309	-4.309	0.1529	0.1509	0.4325	0.344	0.2585	0.5675	0.656	0.3089	107.1	85.17	64	140.5	162.4	76.49	6.211	71.59	3.124	76.16	15.17	0	93.12	20.75	0	0.6364	0	23.87	75.57	76.16	0	11.19	0	17.64	75.47	0	115.1	0.5023	5.322	2.981	8.214	267.2	53.36	1.668	6	0	32	5	19	9	12	13	0	1	6	0	0	35.7	4	0.2	0	33	5	20	4	0.2	28	2.071	19.07	14.15	7.577	9.997	6.983	8.914	4.449	5.824	3.835	2.858	2.233	1.72	0.1667	0.5644	0.1021	6.549	1.643	3.25	1.156	0	0	5.033	0.9132	2.088	0.5615	0	0	3.599	0.2141	1.202	0.1232	1	0.8498	9	0	0	0	0	0	33.72	1.237	-2.439	0	0	0	0	27.45	0	0.2896	0	0	0	-0.9878	1.064	0	7	3	1	0	-0.159	-0.5549	6.311	10	1	2	4	0	0.4444	0.8	5	0	2	247.6	314.5	13.57	0	103.1	42.37	81.4	679	30	98
mol_07	6.11	9.272	1.055	0.867	2.549	1.95	-2.549	-0.5394	0.5474	2.732	-2.738	-0.6929	0.4602	2.691	-2.286	-0.3794	0.662	2.981	-0.8377	-0.4457	0.08975	2.555	-1.299	-0.4524	0.01682	2.494	-0.5248	-0.2374	0.1935	2.785	15.06	5.76	4.302	14.9	5.697	4.253	4.995	2.214	-2.214	0.1655	0.1489	55.85	7.411	11.76	20.65	23.27	14.71	17.29	36.15	0	15.73	2.202	0	46.99	7.768	0.5764	0.419	0.2108	0.4236	0.581	0.2128	149.8	108.8	54.76	110	150.9	55.28	5.59	-5.591	0.2702	0.1606	0.3198	0.2798	0.2798	0.6802	0.7202	0.4004	83.07	72.69	72.69	176.7	187.1	104	5.633	70.16	45.74	39.48	7.964	0	37.74	31.44	47.47	-1.937	79.14	16.13	55.69	43.82	0	0	0	0	37.74	47.47	127.2	0.5226	5.087	2.893	7.887	266.2	59.89	1.871	6	0	32	6	17	6	8	15	0	2	6	1	0	34.72	5	0.2941	0	32	2	17	5	0.2941	30	2.596	29.39	13.22	5.431	10.13	5.276	7.721	2.652	6.7	2.563	1.211	1.135	2.594	0	0.7243	0	4.988	0.3708	2.84	0.3485	0.3536	0	3.6	0.1179	1.722	0.1021	0.03273	0	3.135	0	1.095	0	2	0.9079	8	0	0	0	0	0	33.32	0	-1.711	-4.504	1.29	0	0	26.21	0	1.234	1.838	0	0	-2.015	1.135	0	8	4	1	0	-1.592	0.4397	5.968	5	1	1	5	0	0.5	1	4	0	1	259.8	293.2	13.57	7.748	94.72	44.95	95.64	522	22	84
mol_08	9.0	10.22	0.979	1.117	1.098	0.307	-2.523	-0.5415	0.5231	2.649	-2.687	-0.4956	0.5629	2.481	-2.252	-0.3506	0.6963	2.907	-0.8265	-0.4795	0.0971	2.517	-1.001	-0.4358	0.07957	2.407	-0.5015	-0.238	0.2143	2.755	15.39	6.185	3.03	12	4.749	2.299	2.999	2.477	-2.477	0.1408	0.1337	30.25	43.22	0	3.146	20.65	29.42	34.88	0	24.51	0	0	27.13	27.13	15.54	0.3952	0.3686	0.2728	0.6048	0.6314	0.332	101.1	94.31	69.8	154.7	161.6	84.95	5.297	-5.297	0.1303	0.1227	0.184	0.3686	0.3686	0.816	0.6314	0.4474	47.09	94.31	94.31	208.8	161.6	114.5	5.886	95.45	9.128	50.77	3.982	0	54.15	62.03	0	-0.4413	0	34.28	51.71	87.65	0	0	0	35.29	18.87	47.72	118.5	0.5023	5.322	2.963	8.216	269.2	55.67	1.856	6	0	30	4	19	6	10	11	0	3	6	0	0	33.05	4	0.2	0	31	5	20	4	0.2	26	2.1	20.48	14.15	6.422	9.722	5.853	8.93	2.65	5.466	2.217	1.167	0.8448	1.646	0	0.4809	0	6.631	0.3708	2.801	0.2323	0	0	5.339	0.1179	1.843	0.06804	0	0	3.66	0	1.014	0	1	0.8999	9	0	0	0	0	0	45.38	2.784	-3.93	0	0	0	0	17.56	0	-0.5887	0	0	0	-1.25	2.548	0	9	2	1	0	-1.044	-0.3039	5.971	10	1	2	4	1	0.4444	0.8	5	0	2	255.9	299.2	27.13	0	94.72	64.3	81.4	672	31	98
mol_09	7.64	8.126	1.513	0.529	1.588	2.139	-2.562	-0.5266	0.4987	2.732	-2.673	-0.4982	0.4735	2.696	-2.302	-0.348	0.6365	2.982	-0.8386	-0.4386	0.05865	2.524	-0.9779	-0.392	0.04478	2.492	-0.5248	-0.1886	0.1684	2.759	12.07	5.186	2.75	11.8	5.06	2.68	4.266	1.48	-1.48	0.1908	0.2228	75.05	4.265	10.93	0	23.27	14.71	0	17.4	18.75	0	26.36	0	27.13	7.768	0.677	0.4317	0.1547	0.323	0.5683	0.1683	152.8	97.41	34.9	72.88	128.2	37.98	2.86	-2.86	0.2304	0.2308	0.4404	0.2715	0.2715	0.5596	0.7285	0.2881	99.38	61.26	61.26	126.3	164.4	65	5.539	47.72	3.124	29.8	3.982	0	37.74	48.68	79.43	0.6279	0	16.13	51.71	61.06	4.411	0	0	0	83.84	33.33	96.41	0.5917	4.807	2.613	7.33	217.3	48.99	1.689	3	0	29	2	14	7	9	15	0	1	3	0	1	32.25	4	0.2857	0	29	2	14	4	0.2857	27	2.58	22.57	10.72	6.138	9.036	5.983	6.575	3.061	5.35	2.971	1.855	1.747	1.034	0.2357	0.4921	0.2041	4.698	0.3708	3.064	0.3485	0	0	2.82	0.1179	1.439	0.1021	0	0	2.64	0	1.185	0	2	0.8049	7	0	0	0	0	0	22.52	0	-0.9934	0	1.77	0	0	8.874	4.034	2.373	0	0	0	-0.8166	1.462	0	4	1	1	0	0.681	-1.277	5.607	5	1	1	4	0	0.4286	0.75	4	1	1	225.6	270	13.57	0	108	59.04	40.7	297	19	66
mol_10	8.05	9.329	1.713	0.529	1.543	2	-2.535	-0.5309	0.4595	2.711	-2.649	-0.5024	0.3951	2.638	-2.291	-0.3431	0.6271	2.949	-0.7709	-0.4836	0.0538	2.483	-0.9852	-0.4119	0.02336	2.422	-0.5183	-0.2323	0.1689	2.717	13.07	5.365	2.765	12	4.896	2.51	3.917	1.652	-1.652	0.1712	0.1996	62.03	4.265	10.93	0	36.22	14.71	0	8.701	18.75	0	26.36	0	40.7	7.768	0.5686	0.4439	0.2103	0.4314	0.5561	0.221	131	102.3	48.47	99.4	128.2	50.93	3.19	-3.19	0.2066	0.2038	0.3943	0.3247	0.3247	0.6057	0.6753	0.281	90.85	74.83	74.83	139.6	155.6	64.76	5.553	71.59	3.124	29.8	3.982	0	37.74	35.5	79.43	0.1545	0	21.39	75.57	42.62	4.411	0	0	0	83.84	33.33	113.5	0.5665	4.907	2.608	7.545	231.3	49.97	1.785	4	0	28	2	15	6	9	13	0	1	4	0	1	31.72	4	0.2667	0	28	3	15	4	0.2667	25	2.719	21.35	11.59	6.008	9.237	5.776	6.985	2.969	5.315	2.825	1.79	1.644	1.244	0.2357	0.5299	0.2041	5.112	0.3333	2.978	0.2887	0	0	3.314	0.09623	1.407	0.07217	0	0	3.058	0	1.219	0	2	0.8529	7	0	0	0	0	0	33.87	0	-1.971	0	1.625	0	0	8.84	3.952	0.6351	0	0	0	-1.426	0.8643	0	5	1	1	0	0.178	-1.345	5.686	5	1	1	3	0	0.4286	0.75	4	1	1	230.4	271.1	27.13	0	87.72	71.99	54.27	349	22	72
mol_11	7.19	9.302	1.706	0.529	1.592	2.25	-2.554	-0.5543	0.5432	2.791	-2.671	-0.5416	0.5453	2.833	-2.291	-0.3567	0.6814	3.05	-0.8386	-0.4607	0.07572	2.678	-0.9779	-0.4048	0.07661	2.685	-0.5304	-0.2171	0.1868	2.918	12.46	5.104	2.488	12.21	4.998	2.434	3.815	1.556	-1.556	0.1815	0.2119	73.54	4.265	10.93	0	23.27	14.71	0	34.81	8.701	0	26.36	0	27.13	7.768	0.6851	0.4526	0.1508	0.3149	0.5474	0.1641	158.6	104.8	34.9	72.88	126.7	37.98	2.86	-2.86	0.2304	0.2308	0.498	0.2647	0.2647	0.502	0.7353	0.2374	115.3	61.26	61.26	116.2	170.2	54.95	6.249	47.72	3.124	29.8	6.758	0	94.34	31.44	46.11	1.16	0	16.13	54.48	43.82	4.411	0	0	0	140.4	0	96.41	0.5651	5.087	2.712	7.721	243.3	54.17	1.642	3	0	33	2	16	9	11	17	0	1	3	0	1	37.1	3	0.1765	0	34	2	17	3	0.1765	32	2.004	24.76	11.71	7.129	10.03	6.975	7.609	4.225	6.34	4.135	2.708	2.619	1.17	0.1361	0.7221	0.1179	5.76	1.582	4.236	1.519	0	0	3.828	0.4498	2.351	0.4053	0	0	2.964	0.1925	1.745	0.1667	3	0.798	7	0	0	0	0	0	23.19	0	-0.8732	0	0	0	0	9.028	4.406	4.821	0	0	0	-0.5561	1.543	0	4	1	1	0	1.263	-1.704	6.338	10	1	2	4	0	0.4286	0.75	4	1	2	231.5	304.9	13.57	0	112.4	59.04	40.7	419	22	82
mol_12	7.31	8.803	1.706	0.529	1.592	2.25	-2.773	-0.5576	0.5484	2.803	-2.78	-0.5457	0.5451	2.824	-2.52	-0.3565	0.6949	3.062	-0.8409	-0.4648	0.08462	2.577	-0.9778	-0.4175	0.07322	2.56	-0.5761	-0.2221	0.2022	2.816	11.48	4.473	2.098	11.25	4.373	2.048	3.278	1.503	-1.503	0.1879	0.2194	65.01	4.265	10.93	0	23.27	14.71	0	34.81	0	0	26.36	0	27.13	7.768	0.6598	0.4484	0.1629	0.3402	0.5516	0.1773	141.4	96.07	34.9	72.88	118.2	37.98	2.847	-2.847	0.2315	0.2319	0.4576	0.2859	0.2859	0.5424	0.7141	0.2565	98.04	61.26	61.26	116.2	153	54.95	5.787	47.72	3.124	29.8	6.758	0	75.47	31.44	46.11	0.7704	0	16.13	54.48	43.82	4.411	0	0	0	121.6	0	96.41	0.59	5	2.68	7.528	229.3	50.63	1.688	3	0	30	2	15	8	10	15	0	1	3	0	1	34.01	3	0.1875	0	31	2	16	3	0.1875	29	1.968	22.57	11	6.422	9.32	6.268	7.109	3.725	5.84	3.635	2.355	2.266	1.17	0.1361	0.7221	0.1179	5.018	0.8402	3.494	0.7773	0	0	3.388	0.2141	1.858	0.1854	0	0	2.701	0.09623	1.438	0.08333	3	0.8175	7	0	0	0	0	0	22.88	0	-0.887	0	0	0	0	8.958	4.298	3.797	0	0	0	-0.5144	1.523	0	4	1	1	0	0.821	-1.503	5.866	9	1	2	3	0	0.4286	0.75	4	1	2	214.3	280.5	13.57	0	96.63	59.04	40.7	356	20	78
mol_13	8.77	15.68	2.336	0.805	1.823	2.307	-2.639	-0.5686	0.6049	2.672	-2.821	-0.5199	0.6861	2.616	-2.389	-0.4108	0.7496	2.93	-0.8099	-0.4146	0.0746	2.831	-1.155	-0.3678	0.1438	2.83	-0.5174	-0.2295	0.1868	3.089	23.66	11.57	6.738	18.01	8.719	5.038	5.416	2.74	-2.74	0.102	0.1205	40.82	61.74	21.81	0	33.6	29.42	0	51.48	98.04	0	0	0	40.84	15.54	0.6964	0.5235	0.1433	0.3036	0.4765	0.1602	273.9	205.9	56.37	119.4	187.4	63.01	6.024	-6.024	0.1094	0.1494	0.625	0.435	0.1433	0.375	0.565	0.2317	245.8	171.1	56.37	147.5	222.2	91.12	10.79	71.59	0	71.91	14.34	2.757	234.3	39.19	0	2.095	21.14	20.75	79.55	69.21	6.371	37.74	0	158.8	37.74	2.757	106.9	0.3797	5.954	3.527	9.442	396.4	81.82	1.544	6	12	53	5	29	19	22	24	0	2	5	0	0	60.93	8	0.2581	12	55	3	31	8	0.2581	40	1.641	31.75	20.8	14.52	15.95	12.89	13.95	9.174	9.593	7.193	6.41	4.359	1.91	0.3708	0.7376	0.2199	9.807	4.699	5.107	2.752	0	0	7.893	3.403	3.645	1.697	0	0	4.065	0.7866	1.512	0.4094	2	0.7494	13	16.75	0	0	0	2.468	36.19	0	-2.559	0	0	0	0	18.9	0	1.386	2.97	0	0	-1.671	1.235	0	7	3	1	0	2.795	-3.656	10.91	18	1	3	9	0	0.4615	0.8571	7	0	3	393.3	529	13.57	0	250.3	42.37	73.52	2279	47	146
mol_14	7.3	13.34	2.399	0.742	2.529	3.16	-2.56	-0.5274	0.5815	2.73	-2.767	-0.5381	0.6734	2.689	-2.288	-0.3911	0.7168	2.978	-0.8374	-0.39	0.07928	2.664	-1.164	-0.415	0.1382	2.62	-0.5248	-0.2161	0.1756	2.912	20.31	9.63	5.762	16.99	7.986	4.75	5.652	2.418	-2.418	0.1168	0.1422	60.11	34.75	14.07	8.619	36.22	14.71	0	47.06	61.27	0	26.36	0	40.7	7.904	0.7171	0.5211	0.1382	0.2829	0.4789	0.1448	252.3	183.3	48.61	99.54	168.5	50.93	5.054	-5.054	0.1304	0.1445	0.5604	0.3936	0.2131	0.4396	0.6064	0.2265	197.2	138.5	74.97	154.6	213.3	79.67	9.29	71.59	3.124	43.4	13.93	0	144.8	36.7	79.43	1.108	18.01	21.39	82.33	43.82	3.186	18.87	0	88.22	83.84	33.33	125.5	0.4257	5.644	3.508	8.86	350.4	76.49	1.663	4	6	46	3	24	14	17	22	0	2	4	0	1	52.9	7	0.28	6	47	3	25	8	0.32	38	1.799	31.84	17.69	11.41	14.41	10.45	11.4	6.619	8.471	5.524	4.187	3.029	1.709	0.2041	0.883	0.1179	8.199	2.565	4.542	1.529	0	0	5.663	1.733	2.758	0.834	0	0	4.024	0.4065	1.665	0.2041	3	0.7766	13	9.491	0	0	0	0.9834	35.8	0	-1.71	0	1.57	0	0	9.155	4.309	1.972	2.637	0	0	-2.146	1.331	0	6	2	1	0	1.809	-3.523	9.457	11	1	2	7	0	0.4615	0.8571	7	1	2	351.8	451.3	27.13	5.683	196	71.99	59.95	1484	34	118
mol_15	8.54	14.98	1.906	1.068	2.988	2.102	-2.655	-0.5547	0.5934	2.735	-2.825	-0.5297	0.6748	2.69	-2.405	-0.4085	0.7177	2.983	-0.8377	-0.4176	0.07722	2.759	-1.162	-0.3946	0.1471	2.702	-0.5248	-0.2353	0.1823	2.985	27.25	14.3	9.408	21.85	11.38	7.444	8.023	3.419	-3.419	0.1056	0.09711	90.37	63.9	11.76	8.619	33.6	29.42	19.2	55.76	61.27	0	0	13.57	43.34	15.67	0.6533	0.4247	0.1626	0.3467	0.5753	0.1841	291.7	189.6	72.58	154.8	256.9	82.21	7.194	-7.194	0.1084	0.1251	0.501	0.3047	0.1626	0.499	0.6953	0.3365	223.7	136.1	72.58	222.8	310.4	150.2	11.05	106.4	3.124	86.79	15.13	0	184.6	64.95	33.33	1.466	36.02	31.19	94.53	87.65	3.186	0	0	88.22	75.47	78.11	145.3	0.3531	6	3.986	9.582	435.5	96.89	1.615	7	6	60	6	31	17	21	29	0	3	7	0	0	65.21	12	0.375	6	61	4	32	14	0.4375	51	1.668	40.75	22.8	14.1	17.45	13.07	14.79	7.619	10.26	6.524	4.593	3.467	2.026	0.2041	0.7466	0.1179	9.986	2.466	5.092	1.54	0	0	6.904	1.423	3.093	0.6821	0	0	4.401	0.2887	1.457	0.1361	3	0.7717	18	9.208	0	0	0	0.8561	47.11	0	-3.208	0	1.523	0	0	18.66	0	2.218	5.324	5.085	0	-2.719	1.281	0	10	4	1	0	1.68	-2.716	11.3	11	0	2	12	2	0.5	1	9	0	2	446.5	564.3	27.13	5.683	256.6	64.07	92.77	3358	42	148
mol_16	8.52	13.41	1.563	0.805	2.129	1.894	-2.664	-0.5205	0.5799	2.736	-2.822	-0.5011	0.6759	2.736	-2.418	-0.3898	0.7124	2.989	-0.8331	-0.4019	0.07927	2.855	-1.155	-0.351	0.1383	2.83	-0.5289	-0.2355	0.1931	3.085	22.29	11.11	7.165	18.14	8.964	5.744	6.255	2.635	-2.635	0.1059	0.1253	58.6	48.95	21.81	0	33.6	29.42	0	64.46	61.27	0	0	0	40.84	15.54	0.6812	0.4863	0.1505	0.3188	0.5137	0.1683	255.1	182.1	56.37	119.4	192.4	63.01	5.464	-5.464	0.1206	0.1647	0.5977	0.3201	0.1505	0.4023	0.6799	0.2517	223.8	119.9	56.37	150.6	254.6	94.26	9.577	71.59	3.124	68.78	15.13	0	182.6	39.19	33.33	1.516	18.01	23.87	83.53	69.21	3.186	18.87	0	88.22	75.47	33.33	106.9	0.4018	5.755	3.481	9.118	362.4	79.89	1.536	6	6	52	5	26	16	19	26	0	2	5	0	0	56.99	8	0.2963	6	53	3	27	8	0.2963	44	1.939	33.94	19.1	12.82	14.93	11.86	12.38	7.602	8.932	6.497	4.892	3.772	1.843	0.2041	0.7658	0.1179	8.347	3.33	4.799	2.261	0	0	6.408	2.248	3.325	1.308	0	0	3.679	0.433	1.521	0.2194	3	0.7437	13	9.577	0	0	0	1.036	35.42	0	-2.399	0	1.827	0	0	18.57	0	2.539	2.956	0	0	-1.696	1.336	0	7	3	1	0	2.229	-2.528	9.791	13	1	2	10	0	0.4615	0.8571	7	0	2	374.5	487.3	13.57	0	230.1	42.37	73.52	1753	40	126
